species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
mtr,CBF4|Medtr1g101600,C-repeat binding factor 4,Medtr1g101600,"Expression of MtCBF4 (transcription factor) in M. truncatula was induced by most of the abiotic stresses, including salt, drought, cold, and abscisic acid, suggesting crosstalk between these abiotic stresses.  Upon exposure to a salt medium the primary root growth in the MtCBF4-overexpressing lines was greater than that of the control plants.  MtCAS31 belongs to the CBF regulon and is associated with salt tolerance; under salt treatment, expression of MtCAS31 increased more in d35S:MtCBF4 transgenic plants than in controls.  To summarize, over-expression of MtCBF4 enhanced tolerance to salt stress.",,Plant PhenomeNET
mtr,CPK3|ABE72958.1,calcium dependent protein kinase 3,,Expression of MtCPK3 in Medicago truncatula is regulated during nodulation.  RNAi silenced CPK3 in transformed roots but no major phenotype was detected.  When infected with rhizobia the nodule number was twice as high as the controls.,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,CLV1|At1g75820,Clavata,At1g75820,Fasciated stems and inflorescences; Abnormal leaf phyllotaxy; Slightly rounded leaves; Incomplete penetrance of double leaf formation and increased floral organ number,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,STN1|At1g07130,Arabidopsis Ortholog of Yeast STN1,At1g07130,Fasciated stems and inflorescences; Increased branching; Small leaves; Abnormal floral phyllotaxy; Reduced fertility; Second generation: Very low germination rate and early developmental arrest due to short and eroding telomeres,,Plant PhenomeNET
ath,CLV3|At2g27250,Clavata,At2g27250,Fasciated stems and inflorescences; Increased floral organ number; Large shoot and floral meristems,,Plant PhenomeNET
ath,CLV3|At2g27250,Clavata,At2g27250,Fasciated stems and inflorescences; Increased floral organ number; Large shoot and floral meristems,,Plant PhenomeNET
ath,CLV3|At2g27250,Clavata,At2g27250,Fasciated stems and inflorescences; Increased floral organ number; Large shoot and floral meristems,,Plant PhenomeNET
ath,CLV3|At2g27250,Clavata,At2g27250,Fasciated stems and inflorescences; Increased floral organ number; Large shoot and floral meristems,,Plant PhenomeNET
ath,CLV3|At2g27250,Clavata,At2g27250,Fasciated stems and inflorescences; Increased floral organ number; Large shoot and floral meristems,,Plant PhenomeNET
ath,SWA2|At1g72440,Slow Walker,At1g72440,Female and male gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,SWA2|At1g72440,Slow Walker,At1g72440,Female and male gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,SWA2|At1g72440,Slow Walker,At1g72440,Female and male gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,KEN|At2g47750,Kerridwin,At2g47750,Female gametophyte defective,,Plant PhenomeNET
ath,CHR11|At3g06400,Chromatin Remodeling Factor,At3g06400,Female gametophyte defective,,Plant PhenomeNET
ath,OFP5|At4g18830,Ovate Family Protein,At4g18830,Female gametophyte defective,,Plant PhenomeNET
ath,GEX3|At5g16020,Gamete Expressed,At5g16020,Female gametophyte defective,,Plant PhenomeNET
ath,MYB98|At4g18770,MYB Domain Protein,At4g18770,"Female gametophyte defective, Homozygotes are viable: Severely reduced fertility",,Plant PhenomeNET
ath,MYB98|At4g18770,MYB Domain Protein,At4g18770,"Female gametophyte defective, Homozygotes are viable: Severely reduced fertility",,Plant PhenomeNET
ath,AGL23|At1g65360,Agamous-Like,At1g65360,Female gametophyte defective; Albino embryos; Seeds do not germinate without exogenous sucrose,,Plant PhenomeNET
ath,AGL23|At1g65360,Agamous-Like,At1g65360,Female gametophyte defective; Albino embryos; Seeds do not germinate without exogenous sucrose,,Plant PhenomeNET
ath,AGL23|At1g65360,Agamous-Like,At1g65360,Female gametophyte defective; Albino embryos; Seeds do not germinate without exogenous sucrose,,Plant PhenomeNET
ath,HCS1|At2g25710,Holocarboxylase Synthetase,At2g25710,Female gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,VDD|At5g18000,Verdandi,At5g18000,Female gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,HCS1|At2g25710,Holocarboxylase Synthetase,At2g25710,Female gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,VDD|At5g18000,Verdandi,At5g18000,Female gametophyte defective; Embryo defective,,Plant PhenomeNET
ath,APC6|At1g78770,Anaphase-Promoting Complex,At1g78770,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,MEE12|At2g02955,Maternal Effect Embryo Arrest,At2g02955,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA28|At2g34790,Embryo Sac Development Arrest,At2g34790,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,AtLeuD3|At2g43090,Leucine,At2g43090,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,UNE5|At2g47470,Unfertilized Embryo Sac,At2g47470,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA6|At3g23440,Embryo Sac Development Arrest,At3g23440,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,FER|At3g51550,Feronia,At3g51550,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA8|At4g00310,Embryo Sac Development Arrest,At4g00310,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA36;EDA37|At4g13890,Embryo Sac Development Arrest,At4g13890,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,AGP18|At4g37450,Arabinogalactan Protein,At4g37450,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,APC6|At1g78770,Anaphase-Promoting Complex,At1g78770,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,MEE12|At2g02955,Maternal Effect Embryo Arrest,At2g02955,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA28|At2g34790,Embryo Sac Development Arrest,At2g34790,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,AtLeuD3|At2g43090,Leucine,At2g43090,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,UNE5|At2g47470,Unfertilized Embryo Sac,At2g47470,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA6|At3g23440,Embryo Sac Development Arrest,At3g23440,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,FER|At3g51550,Feronia,At3g51550,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA8|At4g00310,Embryo Sac Development Arrest,At4g00310,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,EDA36;EDA37|At4g13890,Embryo Sac Development Arrest,At4g13890,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,AGP18|At4g37450,Arabinogalactan Protein,At4g37450,Female gametophyte defective; Embryo defective (inferred),,Plant PhenomeNET
ath,LPAT2|At3g57650,Lysophosphatidyl Acyltransferase,At3g57650,Female gametophyte defective; Embryo defective (inferred); Heterozygotes: Slightly shorter rosette leaves,,Plant PhenomeNET
ath,LPAT2|At3g57650,Lysophosphatidyl Acyltransferase,At3g57650,Female gametophyte defective; Embryo defective (inferred); Heterozygotes: Slightly shorter rosette leaves,,Plant PhenomeNET
ath,LPAT2|At3g57650,Lysophosphatidyl Acyltransferase,At3g57650,Female gametophyte defective; Embryo defective (inferred); Heterozygotes: Slightly shorter rosette leaves,,Plant PhenomeNET
ath,NTA|At2g17430,Nortia,At2g17430,Female gametophyte defective; Homozygotes are viable: Reduced fertility,,Plant PhenomeNET
ath,NTA|At2g17430,Nortia,At2g17430,Female gametophyte defective; Homozygotes are viable: Reduced fertility,,Plant PhenomeNET
ath,AtBRCA2a|At4g00020,Breast Cancer Associated,At4g00020,Female gametophyte defective; Homozygotes are viable: Sensitive to genotoxic stress,,Plant PhenomeNET
ath,AtBRCA2a|At4g00020,Breast Cancer Associated,At4g00020,Female gametophyte defective; Homozygotes are viable: Sensitive to genotoxic stress,,Plant PhenomeNET
ath,AtBRCA2a|At4g00020,Breast Cancer Associated,At4g00020,Female gametophyte defective; Homozygotes are viable: Sensitive to genotoxic stress,,Plant PhenomeNET
ath,SWA3|At1g16280,Slow Walker,At1g16280,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
ath,APC2|At2g04660,Anaphase-Promoting Complex,At2g04660,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
ath,AGL61|At2g24840,Agamous-Like,At2g24840,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
ath,SWA3|At1g16280,Slow Walker,At1g16280,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
ath,APC2|At2g04660,Anaphase-Promoting Complex,At2g04660,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
ath,AGL61|At2g24840,Agamous-Like,At2g24840,Female gametophyte defective; Rare embryo defective (inferred),,Plant PhenomeNET
osa,MADS13|Os12g0207000,MADS Box Gene,Os12g0207000,"Female sterile; Ovules form as carpelloid structures; Indeterminant flower growth, extra stigmas protruding from carpels.",,Plant PhenomeNET
osa,MADS13|Os12g0207000,MADS Box Gene,Os12g0207000,"Female sterile; Ovules form as carpelloid structures; Indeterminant flower growth, extra stigmas protruding from carpels.",,Plant PhenomeNET
osa,MADS13|Os12g0207000,MADS Box Gene,Os12g0207000,"Female sterile; Ovules form as carpelloid structures; Indeterminant flower growth, extra stigmas protruding from carpels.",,Plant PhenomeNET
osa,MADS13|Os12g0207000,MADS Box Gene,Os12g0207000,"Female sterile; Ovules form as carpelloid structures; Indeterminant flower growth, extra stigmas protruding from carpels.",,Plant PhenomeNET
ath,CDP1|At3g19180,Chloroplast Division Site Positioning,At3g19180,Few chloroplasts with abnormal morphology,,Plant PhenomeNET
ath,CDP1|At3g19180,Chloroplast Division Site Positioning,At3g19180,Few chloroplasts with abnormal morphology,,Plant PhenomeNET
ath,LBD18|At2g45420,Lateral Organ Boundaries-Domain,At2g45420,Few lateral roots,,Plant PhenomeNET
ath,PLAIVA|At4g37070,Phospholipase A,At4g37070,Few lateral roots,,Plant PhenomeNET
ath,CYCD4;1|At5g65420,Cyclin,At5g65420,Few lateral roots,,Plant PhenomeNET
ath,ACR4|At3g59420,Arabidopsis Crinkly,At3g59420,Few lateral roots; Abnormal integuments; Increased lateral root meristem number,,Plant PhenomeNET
ath,ACR4|At3g59420,Arabidopsis Crinkly,At3g59420,Few lateral roots; Abnormal integuments; Increased lateral root meristem number,,Plant PhenomeNET
ath,ACR4|At3g59420,Arabidopsis Crinkly,At3g59420,Few lateral roots; Abnormal integuments; Increased lateral root meristem number,,Plant PhenomeNET
ath,CUL4|At5g46210,Cullin,At5g46210,Few lateral roots; Abnormal leaf stomata and vascular tissue,,Plant PhenomeNET
ath,CUL4|At5g46210,Cullin,At5g46210,Few lateral roots; Abnormal leaf stomata and vascular tissue,,Plant PhenomeNET
ath,CUL4|At5g46210,Cullin,At5g46210,Few lateral roots; Abnormal leaf stomata and vascular tissue,,Plant PhenomeNET
ath,PEX7|At1g29260,Peroxin,At1g29260,"Few lateral roots; Insensitive to IBA; Resistant to 2,4-DB",,Plant PhenomeNET
ath,PEX7|At1g29260,Peroxin,At1g29260,"Few lateral roots; Insensitive to IBA; Resistant to 2,4-DB",,Plant PhenomeNET
ath,PEX7|At1g29260,Peroxin,At1g29260,"Few lateral roots; Insensitive to IBA; Resistant to 2,4-DB",,Plant PhenomeNET
ath,TIR2|At1g70560,Transport Inhibitor Response,At1g70560,Few lateral roots; Reduced root gravitropism; Short root hairs; Resistant to NPA (inhibitor of polar auxin transport),,Plant PhenomeNET
ath,TIR2|At1g70560,Transport Inhibitor Response,At1g70560,Few lateral roots; Reduced root gravitropism; Short root hairs; Resistant to NPA (inhibitor of polar auxin transport),,Plant PhenomeNET
ath,TIR2|At1g70560,Transport Inhibitor Response,At1g70560,Few lateral roots; Reduced root gravitropism; Short root hairs; Resistant to NPA (inhibitor of polar auxin transport),,Plant PhenomeNET
ath,TIR2|At1g70560,Transport Inhibitor Response,At1g70560,Few lateral roots; Reduced root gravitropism; Short root hairs; Resistant to NPA (inhibitor of polar auxin transport),,Plant PhenomeNET
ath,SRD2|At1g28560,Shoot Redifferentiation Defective,At1g28560,Few lateral roots; Sensitive to high temperature,,Plant PhenomeNET
ath,SRD2|At1g28560,Shoot Redifferentiation Defective,At1g28560,Few lateral roots; Sensitive to high temperature,,Plant PhenomeNET
ath,XBAT32|At5g57740,XBA3 Ortholog 2 in Arabidopsis thaliana,At5g57740,Few lateral roots; Slow growth,,Plant PhenomeNET
ath,XBAT32|At5g57740,XBA3 Ortholog 2 in Arabidopsis thaliana,At5g57740,Few lateral roots; Slow growth,,Plant PhenomeNET
ath,SQN|At2g15790,Squint,At2g15790,Few leaves,,Plant PhenomeNET
ath,COL9|At3g07650,Constans-Like,At3g07650,Few leaves; Early flowering,,Plant PhenomeNET
ath,COL9|At3g07650,Constans-Like,At3g07650,Few leaves; Early flowering,,Plant PhenomeNET
zma,rtcs1|GRMZM2G092542,rootless concerning crown and seminal roots1,GRMZM2G092542,few or no secondary roots,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,BPS1|At1g01550,Bypass,At1g01550,Few radially symmetric organs with very little vascular tissue and no trichomes; Short primary and lateral roots; Root hairs form close to root apex; Phenotype enhanced at low temperature,,Plant PhenomeNET
ath,VIP2|At5g59710,VIRE2 Interacting Protein,At5g59710,Few root tumors in response to Agrobacterium infection,,Plant PhenomeNET
ath,UBC1|At1g14400,Ubiquitin Carrier Protein,At1g14400,Few rosette leaves,,Plant PhenomeNET
ath,ARC3|At1g75010,Accumulation and Replication of Chloroplasts,At1g75010,"Few, large chloroplasts",,Plant PhenomeNET
ath,ARC5|At3g19720,Accumulation and Replication of Chloroplast,At3g19720,"Few, large chloroplasts",,Plant PhenomeNET
ath,FtsZ1|At5g55280,,At5g55280,"Few, large chloroplasts",,Plant PhenomeNET
ath,ARC3|At1g75010,Accumulation and Replication of Chloroplasts,At1g75010,"Few, large chloroplasts",,Plant PhenomeNET
ath,ARC5|At3g19720,Accumulation and Replication of Chloroplast,At3g19720,"Few, large chloroplasts",,Plant PhenomeNET
ath,FtsZ1|At5g55280,,At5g55280,"Few, large chloroplasts",,Plant PhenomeNET
ath,AtMinE1|At1g69390,Arabidopsis Homologue of Bacterial MinE1,At1g69390,"Few, large chloroplasts; No other phenotypes detected",,Plant PhenomeNET
ath,AtMinE1|At1g69390,Arabidopsis Homologue of Bacterial MinE1,At1g69390,"Few, large chloroplasts; No other phenotypes detected",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
mtr,FLOT2|Medtr3g106420,Flotillin-like protein 2,Medtr3g106420,"Fewer nodules per plant, an increase in no-nodule plants, and a decrease in plants that form pink nodules. A decrease in primary root length and long primary lateral roots, reduced reduction of acetylene, and reduced number of infection events. ",,Plant PhenomeNET
ath,SGF29A|At3g27460,SAGA Associated Factor,At3g27460,"Fewer, smaller rosette leaves and late flowering under short days",,Plant PhenomeNET
ath,SGF29A|At3g27460,SAGA Associated Factor,At3g27460,"Fewer, smaller rosette leaves and late flowering under short days",,Plant PhenomeNET
ath,SGF29A|At3g27460,SAGA Associated Factor,At3g27460,"Fewer, smaller rosette leaves and late flowering under short days",,Plant PhenomeNET
zma,brk1|GRMZM5G842058,brk1-mum1|brick1,GRMZM5G842058,Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick. ,,Plant PhenomeNET
zma,brk1|GRMZM5G842058,brk1-mum1|brick1,GRMZM5G842058,Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick. ,,Plant PhenomeNET
zma,brk1|GRMZM5G842058,brk1-mum1|brick1,GRMZM5G842058,Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick. ,,Plant PhenomeNET
zma,brk1|GRMZM5G842058,brk1-mum1|brick1,GRMZM5G842058,Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick. ,,Plant PhenomeNET
mtr,PALM1|Medtr5g014400,PALMATE-LIKE PENTAFOLIATA1,Medtr5g014400,Forms dissected leaves with five leaflets clustered at the tip (palmate-like pentafoliate in contrast to the trifoliate WT leaves).  The distal lateral leaflets developed in a manner morphologically/anatomically similar to terminal leaflets.  The length of the petiole increased and that of the rachis decreased.,,Plant PhenomeNET
mtr,PALM1|Medtr5g014400,|PALMATE-LIKE PENTAFOLIATA1,Medtr5g014400,Forms dissected leaves with five leaflets clustered at the tip (palmate-like pentafoliate in contrast to the trifoliate WT leaves).  The distal lateral leaflets developed in a manner morphologically/anatomically similar to terminal leaflets.  The length of the petiole increased and that of the rachis decreased.,,Plant PhenomeNET
mtr,PALM1|Medtr5g014400,PALMATE-LIKE PENTAFOLIATA1,Medtr5g014400,Forms dissected leaves with five leaflets clustered at the tip (palmate-like pentafoliate in contrast to the trifoliate WT leaves).  The distal lateral leaflets developed in a manner morphologically/anatomically similar to terminal leaflets.  The length of the petiole increased and that of the rachis decreased.,,Plant PhenomeNET
mtr,PALM1|Medtr5g014400,PALMATE-LIKE PENTAFOLIATA1,Medtr5g014400,Forms dissected leaves with five leaflets clustered at the tip (palmate-like pentafoliate in contrast to the trifoliate WT leaves).  The distal lateral leaflets developed in a manner morphologically/anatomically similar to terminal leaflets.  The length of the petiole increased and that of the rachis decreased.,,Plant PhenomeNET
mtr,PALM1|Medtr5g014400,PALMATE-LIKE PENTAFOLIATA1,Medtr5g014400,Forms dissected leaves with five leaflets clustered at the tip (palmate-like pentafoliate in contrast to the trifoliate WT leaves).  The distal lateral leaflets developed in a manner morphologically/anatomically similar to terminal leaflets.  The length of the petiole increased and that of the rachis decreased.,,Plant PhenomeNET
gmx,AMDH2 BADH2|Glyma06g19820,GmAMDH2,,fragrant seeds,,Plant PhenomeNET
gmx,AMDH2 BADH2|Glyma06g19820,GmAMDH2,,fragrant seeds,,Plant PhenomeNET
ath,AtTCP14|At3g47620,"Teosinte Branched1, Cycloidea and PCF",At3g47620,Freshly harvested seeds exhibit delayed germination; Germination sensitive to ABA and paclobutrazol (inhibitor of GA synthesis),,Plant PhenomeNET
ath,AtTCP14|At3g47620,"Teosinte Branched1, Cycloidea and PCF",At3g47620,Freshly harvested seeds exhibit delayed germination; Germination sensitive to ABA and paclobutrazol (inhibitor of GA synthesis),,Plant PhenomeNET
ath,AtTCP14|At3g47620,"Teosinte Branched1, Cycloidea and PCF",At3g47620,Freshly harvested seeds exhibit delayed germination; Germination sensitive to ABA and paclobutrazol (inhibitor of GA synthesis),,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,CIPK6|At4g30960,CBL-Interacting Protein Kinase,At4g30960,"Fused cotyledons; Thick hypocotyl; Slightly shorter primary root; Few, short lateral roots; Sensitive to salt stress",,Plant PhenomeNET
ath,ENP|At4g31820,Enhancer of Pinoid,At4g31820,Fused floral organs; Abnormal flower number,,Plant PhenomeNET
ath,ENP|At4g31820,Enhancer of Pinoid,At4g31820,Fused floral organs; Abnormal flower number,,Plant PhenomeNET
ath,LCR|At2g45970,Lacerata,At2g45970,Fused leaves,,Plant PhenomeNET
ath,FDH|At2g26250,Fiddlehead,At2g26250,Fused leaves and floral organs; Abnormal trichomes,,Plant PhenomeNET
ath,FDH|At2g26250,Fiddlehead,At2g26250,Fused leaves and floral organs; Abnormal trichomes,,Plant PhenomeNET
ath,FDH|At2g26250,Fiddlehead,At2g26250,Fused leaves and floral organs; Abnormal trichomes,,Plant PhenomeNET
ath,BOP2|At2g41370,Blade on Petiole,At2g41370,"Fused, fasciated stems and inflorescences; Incomplete penetrance of multiple flowers developing at one node",,Plant PhenomeNET
ath,BOP2|At2g41370,Blade on Petiole,At2g41370,"Fused, fasciated stems and inflorescences; Incomplete penetrance of multiple flowers developing at one node",,Plant PhenomeNET
ath,BOP2|At2g41370,Blade on Petiole,At2g41370,"Fused, fasciated stems and inflorescences; Incomplete penetrance of multiple flowers developing at one node",,Plant PhenomeNET
ath,BOP2|At2g41370,Blade on Petiole,At2g41370,"Fused, fasciated stems and inflorescences; Incomplete penetrance of multiple flowers developing at one node",,Plant PhenomeNET
ath,BOP2|At2g41370,Blade on Petiole,At2g41370,"Fused, fasciated stems and inflorescences; Incomplete penetrance of multiple flowers developing at one node",,Plant PhenomeNET
ath,PAPS3|At3g06560,Poly(A) Polymerase,At3g06560,Gametophyte defective,,Plant PhenomeNET
