species,gene_names,description,term_ids
osa,qAAA6-2|qAAA-6-2|qAAA-6-2 (qAAA6-2)|alpha-amylase activity (QTL)-6-2,"This QTL controls alpha-amylase activity in relation to seedling vigor, being located on chromosome 6 flanked by molecular markers Waxy and C1496.",
osa,qRS3-1|qRS-3-1|qRS-3-1 (qRS3-1)|reducing sugar content (QTL)-3-1,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 3 flanked by molecular markers RG393 and C1087.",
osa,qRS5-1|qRS-5-1|qRS-5-1 (qRS5-1)|reducing sugar content (QTL)-5-1,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 5 flanked by molecular markers R3166 and RG360.",
osa,qRS6-1|qRS-6-1|qRS-6-1 (qRS6-1)|reducing sugar content (QTL)-6-1,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 6 flanked by molecular markers RZ667 and RG424.",
osa,qRS6-2|qRS-6-2|qRS-6-2 (qRS6-2)|reducing sugar content (QTL)-6-2,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 6 flanked by molecular markers Waxy and C1496.",
osa,qRS10-1|qRS-10-1|qRS-10-1 (qRS10-1)|reducing sugar content (QTL)-10-1,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 10 flanked by molecular markers C1633 and C667.",
osa,qRS11-1|qRS-11-1|qRS-11-1 (qRS11-1)|reducing sugar content (QTL)-11-1,"This QTL controls reducing sugar content in relation to seedling vigor, being located on chromosome 11 flanked by molecular markers RM254 and Clone4.",
osa,qRA5-1|qRA-5-1|qRA-5-1 (qRA5-1)|root activity (QTL)-5-1,"This QTL controls root activity in relation to seedling vigor, being located on chromosome 5 flanked by molecular markers C246 and RM26.",
osa,qRA5-2|qRA-5-2|qRA-5-2 (qRA5-2)|root activity (QTL)-5-2,"This QTL controls root activity in relaton to seedling vigor, being located on chromosome 5 flanked by molecular markers R830 and R3166.",
osa,qRA9-1|qRA-9-1|qRA-9-1 (qRA9-1)|root activity (QTL)-9-1,"This QTL controls root activity in relation to seedling vigor, being located on chromosome 9 flanked by molecular markers RM257 and RM242.",
osa,qSW1-1|qSW-1-1|qSW-1-1 (qSW1-1)|seed weight (QTL)-1-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 1 flanked by molecular markers RG236 and C112.",
osa,qSW1-2|qSW-1-2|qSW-1-2 (qSW1-2)|seed weight (QTL)-1-2,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 1 flanked by molecular markers C2340 and C86.",
osa,qSW1-3|qSW-1-3|qSW-1-3 (qSW1-3)|seed weight (QTL)-1-3,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 1 flanked by molecular markers G359 and RG532.",
osa,qSW3-1|qSW-3-1|qSW-3-1 (qSW3-1)|seed weight (QTL)-3-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 3 flanked by molecular markers C746 and C944.",
osa,qSW3-2|qSW-3-2|qSW-3-2 (qSW3-2)|seed weight (QTL)-3-2,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 3 flanked by molecular markers C1087 and RZ403.",
osa,qSW5-1|qSW-5-1|qSW-5-1 (qSW5-1)|seed weight (QTL)-5-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 5 flanked by molecular markers R3166 and RG360.",
osa,qSW8-1|qSW-8-1|qSW-8-1 (qSW8-1)|seed weight (QTL)-8-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 8 flanked by molecular markers R1394 and G2132.",
osa,qSW9-1|qSW-9-1|qSW-9-1 (qSW9-1)|seed weight (QTL)-9-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 9 flanked by molecular markers RM257 and RM242.",
osa,qSW11-1|qSW-11-1|qSW-11-1 (qSW11-1)|seed weight (QTL)-11-1,"This QTL controls seed weight in relation to seedling vigor, being located on chromosome 11 flanked by molecular markers G44 and G257.",
osa,HWE2|hwe2|HYBRID WEAKNESS E2|hybrid weakness e2,This gene causes hybrid weakness complementarily with hwe1 gene. The hwe2 gene is located on chromosome 1 flanked by RFLP markers R3192 and C1211.,GO:0048544|GO:0007275
osa,qGYD-1-1|grain yield per plant (QTL)-1-1,"This QTL controls grain yield per plant, being located on chromosome 1 flanked by DNA markers RG532 and RM81A.",
osa,qGYD-1-2|grain yield per plant (QTL)-1-2,"This QTL controls grain yield per plant, being located on chromosome 1 flanked by DNA markers RZ538 and RG381.",
osa,qGYD-6-1|grain yield per plant (QTL)-6-1,"This QTL controls grain yield per plant, being located on chromosome 6 flanked by RZ398 and RM204.",
osa,qGYD-7-1|grain yield per plant (QTL)-7-1,"This QTL controls grain yield per plant, being located on chromosome 7 flanked by RZ471 and RZ753.",
osa,qGYD-7-2|grain yield per plant (QTL)-7-2,"This QTL controls grain yield per plant, being located on chromosome 7 flanked by DNA markers RZ753 and RZ264.",
osa,qGYD-10|grain yield per plant (QTL)-10,"This QTL controls grain yield per plant, being located on chromosome 10 flanked by DNA markers RM228 and RM18A.",
osa,NP-6|qNP-6-1|qNP-6-1 (NP-6)|number of panicles per plant (QTL)-6-1,"This QTL controls number of panicles per plant, being located on chromosome 6 flanked by DNA markers RZ450 and RZ588.",
osa,qNFGP-1-1|number of filled grains per panicle (QTL)-1-1,"This QTL controls number of filled grains per panicle, being located on chromosome 1 flanked by DNA markers RM1 and RG532.",
osa,qNFGP-1-2|number of filled grains per panicle (QTL)-1-2,"This QTL controls number of filled grains per panicle, being located on chromosome 1 flanke by DNA markers RZ538 and RG381.",
osa,qNFGP-3-1|number of filled grains per panicle (QTL)-3-1,"This QTL controls number of filled grains per panicle, being located on chromosome 3 flanked by DNA markers RZ696 and RZ22.",
osa,qNFGP-5-1|number of filled grains per panicle (QTL)-5-1,"This QTL controls number of filled grains per panicle, being located on chromosome 5 flanked by DNA markers RG13 and RM164.",
osa,qNFGP-5-2|number of filled grains per panicle (QTL)-5-2,"This QTL controls number of filled grains per panicle, being located on chromosome 5 flanked by DNA markers RG470 and RZ70.",
osa,qNFGP-6|number of filled grains per panicle (QTL)-6,"This QTL controls number of filled grains per panicle, being located on chromosome 6 flanked by DNA markers RZ516 and RM217.",
osa,qNFGP-7-1|number of filled grains per panicle (QTL)-7-1,"This QTL controls number of filled grains per panicle, being located on chromosome 7 flanked by DNA markers RZ471 and RZ753.",
osa,qNFGP-7-2|number of filled grains per panicle (QTL)-7-2,"This QTL controls number of filled grains per panicle, being located on chromosome 7 flanked by DNA markers RZ264 and RZ626.",
osa,qTNSP-1-1|total number of spikelets per panicle (QTL)-1-1,"This QTL controls total number of spikelets per panicle, being located on chromosome 1 flanked by DNA markers RM1 and RG532.",
osa,qTNSP-2-2|total number of spikelets per panicle (QTL)-2-2,"This QTL controls total number of spikelets per panicle, being located on chromosome 2 flanked by DNA markers RM263 and RM240.",
osa,qTNSP-5|total number of spikelets per panicle (QTL)-5,"This QTL controls total number of spikelets per panicle, being located on chromosome 5 flanked by DNA markers RG13 and RM164.",
osa,qTNSP-6|total number of spikelets per panicle (QTL)-6,"This QTL controls total number of spikelets per panicle, being located on chromosome 6 flanked by DNA markers RG138 and RM253.",
osa,qTNSP-7|total number of spikelets per panicle (QTL)-7,"This QTL controls total number of spikelets per panicle, being located on chromosome 7 flanked by DNA markers RZ471 and RZ753.",
osa,qTNSP-9|total number of spikelets per panicle (QTL)-9,"This QTL controls total number of spikelets per panicle, being located on chromosome 9 flanked by DNA markers RM201 and RG662.",
osa,qSF-1(t)|spikelet fertility (QTL)-1(t),"This QTL controls spikelet fertility, being located on chrosmosome 1 flanked by DNA markers RZ730 and RZ538.",
osa,qSF-10-1(t)|spikelet fertility (QTL)-10-1(t),"This QTL controls spikelet fertility, being located on chromosome 10 flanked by DNA markers RM258 and RZ811.",
osa,qTGWT-1-1|1000-grain weight (QTL)-1-1,"This QTL controls 1000-grain weight, being located on chromosome 1 flanked by DNA markers RG532 and RM81A.",
osa,qTGWT-2-2(t)|1000-grain weight (QTL)-2-2(t),"This QTL controls 1000-grain weight, being located on chromosome 2 flanked by DNA markers RM240 and RZ123.",
osa,qTGWT-3-1(t)|1000-grain weight (QTL)-3-1(t),"This QTL controls 1000-grain weight, being located on chromosome 3 flanked by DNA markers RM232 and RM218.",
osa,qTGWT-3-2(t)|1000-grain weight (QTL)-3-2(t),"This QTL controls 1000-grain weight, being located on chromosome 3 flanked by DNA markers RM168 and RZ448.",
osa,qTGWT-4|qTGWT-4-1(t)|qTGWT-4-1(t) (qTGWT-4)|1000-grain weight (QTL)-4-1(t),"This QTL controls 1000-grain weight, being located on chromosome 4 flanked by DNA markers RZ86 and RG454.",
osa,qTGWT-5|qTGWT-5-1(t)|qTGWT-5-1(t) (qTGWT-5)|1000-grain weight (QTL)-5-1(t),"This QTL controls 1000-grain weight, being located on chromosome 5 flanked by DNA markers RG573 and RG470.",
osa,qTGWT-6|qTGWT-6-1(t)|qTGWT-6-1(t) (qTGWT-6)|1000-grain weight (QTL)-6-1(t),"This QTL controls 1000-grain weight, being located on chromosome 6 flanked by DNA markers RZ667 and B10.",
osa,qTGWT-10|qTGWT-10-1(t)|qTGWT-10-1(t) (qTGWT-10)|1000-grain weight (QTL)-10-1(t),"This QTL controls 1000-grain weight, being located on chromosome 10 flanked by DNA markers RG561 and RM228.",
osa,GYD-2|qGYD-2|qGYD-2 (GYD-2)|grain yield per plant (QTL)-2,"This QTL controls grain yield per plant, being located on chromosome 2 flanked by DNA markers RZ123 and RM208. This QTL shows additive-by additive interaction with qGYD-7-3.",
osa,GDY-6-2|qGYD-6-2|qGYD-6-2 (GDY-6-2)|grain yield per plant (QTL)-6-2,"This QTL controls grain yield per plant, being located on chromosome 6 flanked by DNA markers RZ828 and RG653. This QTL shows additive-by-additive interaction with qGYD-1-2.",
osa,GYD-7-3|qGYD-7-3|qGYD-7-3 (GYD-7-3)|grain yield per plant (QTL)-7-3,"This QTL controls grain yield per plant, being located on chromosome 7 flanked by DNA markers RZ989 and RM248. This QTL shows additive-by-additive interaction with qGYD-2.",
osa,NP-1|qNP-1-1|qNP-1-1 (NP-1)|number of panicles per plant (QTL)-1-1,"This QTL controls number of panicles per plant, being located on chromosome 1 flanked by DNA markers RG381 and RG236.",
osa,NP-2-1|qNP-2-1|qNP-2-1 (NP-2-1)|number of panicles per plant (QTL)-2-1,"This QTL controls number of panicles per plant, being located on chromosome 2 flanked by DNA markers RG555 and RZ915.",
osa,NP-2-2|qNP-2-2|qNP-2-2 (NP-2-2)|number of panicles per plant (QTL)-2-2,"This QTL controls number of panicles per plant, being located on chromosome 2 flanked by DNA markers  RM262 and RZ717.",
osa,NP-3-1|qNP-3-1|qNP-3-1 (NP-3-1)|number of panicles per plant (QTL)-3-1,"This QTL controls number of panicles per plant, being located on chromosome 3 flanked by DNA markers RM232 and RM218.",
osa,NP-3-2|qNP-3-2|qNP-3-2 (NP-3-2)|number of panicles per plant (QTL)-3-2,"This QTL controls number of panicles per plant, being located on chromosome 3 flanked by DNA markers RZ328 and RZ575.",
osa,NP-5|qNP-5-1|qNP-5-1 (NP-5)|number of panicles per plant (QTL)-5-1,"This QTL controls number of panicles per plant, being located on chromosome 5 flanked by DNA markers RZ296 and RG13.",
osa,NFGP-3-2|qNFGP-3-2|qNFGP-3-2 (NFGP-3-2)|number of filled grains per panicle (QTL)-3-2,"This QTL controls number of filled grains per panicle, being located on chromosome 3 flanked by DNA markers RZ613 and RG418A. This QTL shows additivi-by-additive interaction with qNFGP-7-2.",
osa,NFGP-4|qNFGP-4|qNFGP-4 (NFGP-4)|number of filled grains per panicle (QTL)-4,"This QTL controls number of filled grains per panicle, being located on chromosome 4 flanked by DNA markers RG214 and RG620. This QTL shows additive-by-additive interaction with qNFGP-6.",
osa,TNSP-1-2|qTNSP-1-2|qTNSP-1-2 (TNSP-1-2)|total number of spikelets per panicle (QTL)-1-2,"This QTL controls total number of spikelets per panicle, being located on chromosome 1 flanked by DNA markers RG146 and RZ154. It shows additive-by-additive epistasis interaction with qTNSP-7.",
osa,TNSP-2-1|qTNSP-2-1|qTNSP-2-1 (TNSP-2-1)|total number of spikelets per panicle (QTL)-2-1,"This QTL controls total number of spikelets per panicle, being located on chromosome 2 flanked by DNA markers RM71 and RZ324. It shows additive-by-additive epistatic interaction with qTNSP-6.",
osa,TGWT-1-2|qTGWT-1-2|qTGWT-1-2 (TGWT-1-2)|1000-grain weight (QTL)-1-2,"This QTL controls 1000-grain weight, being located on chromosome 2 flanked by DNA markers RG146 and RZ154. It shows additive-by-accitive epistatic interaction with qTGWT-1-3.",
osa,TGWT-2-1|qTGWT-2-1(t)|qTGWT-2-1(t) (TGWT-2-1)|1000-grain weight (QTL)-2-1(t),"This QTL controls 1000-grain weight, being located on chromosome 2 flanked by DNA markers RZ401 and RZ318. It shows additive-by-additive epistatic interaction with qTGWT-5.",
osa,TGWT-1-3|qTGWT-1-3|qTGWT-1-3 (TGWT-1-3)|1000-grain weight (QTL)-1-3,"This QTL controls 1000-grain weight, being located on chromosome 1 flanked by DNA markers RZ730 and RZ538. It shows additive-by-additive epistatic interactions with qTGWT-1-1 and qTGWT-1-2.",
osa,RSB1|Rsb1|RRS3|SHEATH BLIGHT RESISTANCE 1|rice sheath blight resistance1|rice sheath blight resistance 1|Rhizoctonia solani (sheath blight) resistance-3|Sheath blight resistance-3,This dominant gene is resistant to rice sheath blight Rhizoctonia solani Kuhn It is mapped on chromosome 5  leaf sheath,GO:0009620|TO:0000255|PO:0020104
osa,QAlCr12.1|qALCR-12-1|qALCR-12-1 (QAlCr12.1)|control root length (QTL)-12-1,"This QTL controls root length under the non-stress Al condition in relation to aluminum tolerance, being located on chromosome 12 flanked by RFLP markers RG341 and RZ397.",
osa,QAlSr2.1|qALSR-2-1|qALSR-2-1 (QAlSr2.1)|stress root length (QTL)-2-1,"This QTL controls root length under Al stress conditions in relation to aluminum tolerance, being located on chromosome 2 flanked by RFLP markers RG139 and RG324.",
osa,QAlSr3.1|qALSR-3-1|qALSR-3-1 (QAlSr3.1)|stress root length (QTL)-3-1,"This QTL controls root length under Al stress conditions in relation to aluminum tolerance, being located on chromosome 3 flanked by RFLP markers CDO1395 and RG391.",
osa,QAlSr8.1|qALSR-8-1|qALSR-8-1 (QAlSr8.1)|stress root length (QTL)-8-1,"This QTL controls root length under Al stress conditions in relation to aluminum tolerance, being located on chromosome 8 flanked by RFLP markers RG28 and RM223.",
osa,QAlRr1.1|qALRR-1-1|qALRR-1-1 (QAlRr1.1)|relative root length (QTL)-1-1,"This QTL controls relative root length (ratio of root length under stress over non-stress conditions)  in relation to aluminum tolerance, being located on chromosome 1 flanked by RFLP markers RG406 and RZ252.",
osa,QAlRr3.1|qALRR-3-1|qALRR-3-1 (QAlRr3.1)|relative root length (QTL)-3-1,"This QTL controls relative root length (ratio of root length under Al stress over non-stress conditions) in relation to aluminum tolerance, being located on chromosome 3 flanked by RFLP markers CDO1 95 and RG391.",
osa,QAlRr7.1|qALRR-7-1|qALRR-7-1 (QAlRr7.1)|relative root length (QTL)-7-1,"This QTL controls relative root length (ratio of root length under Al stress over non-stress conditions) in relation to aluminum tolerance, being located on chromosome 7 flanked by RFLP markers RZ629 and RG650.",
osa,QAlRr8.1|qALRR-8-1|qALRR-8-1 (QAlRr8.1)|relative root length (QTL)-8-1,"This QTL controls relative root length (ratio of root length under Al stress over non-stress conditions) in relation to aluminum tolerance, being located on chromosome 8 flanked by RG26 and RM223.",
osa,QAlRr9.1|qALRR-9-1|qALRR-9-1 (QAlRr9.1)|relative root length (QTL)-9-1,"This QTL controls relative root length (ratio of root length under Al stress over non-stress conditions) in relation to aluminum tolerance, being located on chromosome 9 flanked by RFLP markers RM201 and WALI7.",
osa,PI24|Pi24(t)|Pi-24(t)|Pi-24|Pi24|PYRICULARIA ORYZAE RESISTANCE 24|Pyricularia oryzae resistance-24(t)|Magnaporthe grisea resistance 24(t)|Blast resistance 24(t),Dominant gene for blast resistance. It is located on chromosome 1 closely linked with marker K5. Original line is Azucena.,GO:0009620
osa,PI25|Pi25(t)|Pi-25(t)|PYRICULARIA ORYZAE RESISTANCE 25|Pyricularia oryzae resistance-25(t)|Blast resistance 25,"Dominant gene for blast resistance. It is located on chromosome 2, being closely linked with marker RG520. This gene may be the same as Pi-tq5. Original line is IR64 (Indica). Map position (157.9 cM).",GO:0009620
osa,PI27|Pi27(t)|Pi-27(t)|PYRICULARIA ORYZAE RESISTANCE 27|Pyricularia oryzae resistance-27(t)|Magnaporthe grisea resistance 27|Blast resistance 27,"Dominant gene for blast resistance. It is located on chromosome 6, being closely linked with a marker EST-2. Original line is IR64 (Indica).",GO:0009620
osa,PI26|Pi26(t)|Pi-26(t)|PYRICULARIA ORYZAE RESISTANCE 26|Pyricularia oryzae resistance 26|Magnaporthe grisea resistance 26|Blast resistance 26,"Dominant gene for blast resistance. It is located on chromosome 5, being closely linked with marker RG313. Map position (22.5-24.7 cM). Original line is Azucena (Japonica).",GO:0009620
osa,PI28|Pi28(t)|Pi-28(t)|PYRICULARIA ORYZAE RESISTANCE 28|Pyricularia oryzae resistance-28(t)|Magnaporthe grisea resistance 28|Blast resistance 28,"Dominant gene for blast resistance. It is located on chromosome 10, being closely linked with marker RZ500. Original line is IR64 (Indica) x Azucena (Japonica).",GO:0009620
osa,qCTB2a|qCTB-2-1(t)|qCTB-2-1(t) (qCTB2a)|cold resistance (QTL)-2-1,This QTL controls cold resistance at booting stage measured by spilelet fertility. It is located on chromosome 2 flanked by markers RM324 and RM301.,
osa,qCTB9|qCTB-9(t)|qCTB-9(t) (qCTB9)|cold resistance (QTL)-9,"This QTL controls cold resistance at booting stage measured by spilelet fertility, being located on chromosome 9 flanked by markers RM257 and RM242.",
osa,qCTB1|qCTB-1(t)|qCTB-1(t)  (qCTB1)|cold resistance (QTL)-1,"This QTL controls cold resistance at booting stage measured by spikelet fertility, being located on chromosome 1 flanked by markers RM151 and RM259.",
osa,qCTB2b|qCTB-2-2(t)|qCTB-2-2(t) (qCTB2b)|cold resitance (QTL)-2-2,"This QTL controls cold resistance at the booting stage measured by spikelet fertility, being located on chromosome 2 flanked by RM324 and RM301.",
osa,qCTB3|qCTB-3(t)|qCTB-3(t) (qCTB3)|cold resistance (QTL)-3(t),"This QTL controls cold resistance at the booting stage measured by spikelet fertility, being located on chromosome 3 flanked by markers RM156 and RM214.",
osa,qCTB5|qCTB-5(t)|qCTB-5(t) (qCTB5)|cold resistance (QTL)-5(t),"This QTL controls cold resistance at the booting stage, being located on chromosome 5 flanked by markers RM26 and RM334.",
osa,qCTL6|qCTB-6 (t)|qCTB-6 (t) (qCTL6)|cold resistance (QTL)-6(t),"This QTL controls cold resistance at the booting stage, being located on chromosome 6 flanked by markers RM50 and RM173.",
osa,qCTB7|qCTB-7(t)|qCTB-7(t) (qCTB7)|cold resistance (QTL)-7(t),"This QTL controls cold resistance at the booting stage, being located on chromosome 7 flanked by markers RM129 and RM81b.",
osa,qCTB12|qCTB-12(t)|qCTB-12(t) (qCTB12)|cold resistance (QTL)-12(t),"This QTL controls cold resistance at the booting stage, being located on chromosome 12 flanked by markers RM292 and RM260.",
osa,GLU4|glu4a|GLUTELIN 4|rice glutelin-4a,This is the allele for glu4 (GluA-1) gene. This allele encodes polypeptide pI6.50/α-1 with deletion of pI6.71/α-2.,GO:0045735
osa,QHd3|qHD-3-3(t)|qHD-3-3(t) (QHd3)|heading date (QTL)-3-3(t),"This QTL controls heading date, being located on chromosome 3 flanked by RFLP markers C515 and RG348a.",
osa,QHd4|qHD-4(t)|qHD-4(t)(QHd4)|heading date (QTL)-4(t),"This QTL controls heading date, being located on chromosome 4 flanked by RFLP markers RZ590b and RG214.",
osa,QHd7|qHD-7-5(t)|qHD-7-5(t)(QHd7)|heading date (QTL)-7-5(t),"This QTL controls heading date, being located on chromosome 7 flanked by RFLP markers C586 and CDO405.",
osa,QHd8|qHD-8-1(t)|qHD-8-1(t) (QHd8)|heading date (QTL)-8-1(t),"This QTL controls heading date, being located on chromosome 8 flanked by RFLP markers G104 and G1314a.",
osa,QHd11|qHD-11-2(t)|qHD-11-2(t)(QHd11)|heading date (QTL)-11-2(t),"This QTL controls heading date, being located on chromosome 11 flanked by RFLP markers RZ537b and RG16.",
osa,QHd12|qHD-12-1(t)|qHD-12-1(t)(QHd12)|heading date (QTL)-12-1(t),"This QTL controls heading date, being located on chromosome 12 flanked by RFLP markers RG901a and G402.",
osa,QPh3a|qPH-3-3(t)|qPH-3-3(t) (QPh3a)|plant height (QTL)-3-3(t),"This QTL controls plant height, being located on chromosome 3 flanked by RFLP markers RG104 and C515.",
osa,"QPh3b, QPh3a|qPH-3-4(t)|qPH-3-4(t) (QPh3b|QPh3a)|plant height (QTL)-3-4(t)","This QTL controls plant height, being located on chromosome 3 flanked be RFLP markers RZ284 and RZ403b.",
osa,QPh4|qPH-4-2(t)|qPH-4-2(t) (QPh4)|plant height (QTL)-4-2(t),"This QTL controls plant height, being located on chromosome 4 flanked by Ph (Phenol staining) locus and RFLP marker G379.",
osa,QPh6|qPH-6-1(t)|qPH-6-1(t) (QPh6)|plant height (QTL)-6-1(t),"This QTL controls plant height, being located on chromosome 6 flanked by RFLP markers HHU37 and RZ682.",
osa,QPh8|qPH-8-1(t)|qPH-8-1(t) (QPh8)|plant height (QTL)-8-1(t),"This QTL controls plant height, being located on chromosome 8 flanked by RFLP markers CSU754 and G104.",
osa,QFll2|qFLL-2-1(t)|qFLL-2-1(t) (QFll2)|flag leaf length (QTL)-2-1(t),"This QTL controls flag leaf length, being located on chromosome 2 flanked by RFLP markers RG520 and RZ446b.",
osa,QFll3|qFLL-3-1(t)|qFLL-3-1(t) (QFll3)|flag leaf length (QTL)-3-1(t),"This QTL controls flag leaf length, being located on chromosome 3 flanked by RFLP markers G249 and RG418.",
osa,QFlw1|qFLW-1-1(t)|qFLW-1-1(t) (QFlw1)|flag leaf width (QTL)-1-1(t),"This QTL controls flag leaf width, being located on chromosome 1 flanked by RFLP markers C131 and RG472.",
osa,QFlw4|qFLW-4-1(t)|qFLW-4-1(t) (QFlw4)|flag leaf width (QTL)-4-1(t),"This QTL controls flag leaf width, being located on chromosome 4 flanked by Ph (Phenol staining) locus and RFLP marker G379.",
osa,QFlw6|qFLW-6-1(t)|qFLW-6-1(t) (QFlw6)|flag leaf width (QTL)-6-1(t),"This QTL controls flag leaf width, being located on chromosome 6 flanked by RFLP markers RZ682 and C236.",
osa,QFlw8|qFLW-8-1(t)|qFLW-8-1(t) (QFlw8)|flag leaf width (QTL)-8-1(t),"This QTL controls flag leaf width, being located on chromosome 8 flanked by RFLP markers G56a and R662a.",
osa,QFlw12|qFLW-12-1(t)|qFLW-12-1(t) (QFlw12)|flag leaf width (QTL)-12-1(t),"This QTL controls flag leaf width, being located on chromosome 12 flanked by RFLP markers RG341a and RG869.",
osa,QPl2|qPL-2-1(t)|qPL-2-1(t) (QPl2)|panicle length (QTL)-2-1(t),"This QTL controls panicle length, being located on chromosome 2 flanked by RFLP markers RG520 and RZ446b.",
osa,QPl8|qPL-8-1(t)|qPL-8-1(t) (QPl8)|panicle length (QTL)-8-1(t),"This QTL controls panicle length, being located on chromosome 8 flanked by RFLP markers CSU754 and G104.",
osa,QPl10|qPL-10-1(t)|qPL-10-1(t) (QPl10)|panicle length (QTL)-10-1(t),"This QTL controls panicle length, being located on chromosome 10 flanked by RFLP markers CDO98 and RG752.",
osa,QSn1|qSN-1-1(t)|qSN-1-1(t) (QSn1)|spikelet number per panicle (QTL)-1-1(t),"This QTL controls spikelet number per panicle, being located on chromosome 1 flanked by RFLP markers RG236 and RZ801.",
osa,QSn3|qSN-3-1(t)|qSN-3-1(t) (QSn3)|spikelet number per panicle (QTL)-3-1(t),"This QTL controls spikelet number per panicle, being located on chromosome 3 flanked by RFLP markers G249 and RG418.",
osa,QSn6|qSN-6-1(t)|qSN-6-1(t) (QSn6)|spikelet number per panicle (QTL)-6-1(t),"This QTL controls spikelet number per panicle, being located on chromosome 6 flanked by RFLP markers RG653 and RZ508.",
osa,QSn11|qSN-11-1(t)|qSN-11-1(t) (QSn11)|spikelet number per panicle (QTL)-11-1(t),"This QTL controls spikelet number per panicle, being located on chromosome 11 flanked by RFLP markers RZ900 and G44.",
osa,QSf3|qSF-3-1(t)|qSF-3-1(t) (QSf3)|spikelet fertility (QTL)-3-1(t),"This QTL controls spikelet fertility, being located on chromosome 3 flanked by RFLP markers RG348a and C636x.",
osa,QSf5|qSF-5-1(t)|qSF-5-1(t) (QSf5)|spikelet fertility (QTL)-5-1(t),"This QTL controls spikelet fertility, being located on chromosome 5 flanked by RFLP markers Y1049 and R569a.",
osa,QSf6|qSF-6-1(t)|qSF-6-1(t) (QSf6)|spikelet fertility (QTL)-6(t),"This QTL controls spikelet fertility, being located on chromosome 6 flanked by RFLP marker RZ2 and C (Chromogen of anthocyanin) locus.",
osa,QSf7|qSF-7-1(t)|qSF-7-1(t) (QSf7)|spikelet fertility (QTL)-7-1(t),"This QTL controls spikelet fertility, being located on chromosome 7 flanked by RFLP markers RG30 and RG29.",
osa,QSf8|qSF-8-1(t)|qSF-8-1(t) (QSf8)|spikelet fertility (QTL)-8-1(t),"This QTL controls spikelet fertility, being located on chromosome 8 flanked by RFLP markers G2140 and RZ323a.",
osa,QSf10|qSF-10-2(t)|qSF-10-2(t) (QSf10)|spikelet fertility (QTL)-10-2(t),"This QTL controls spikelet fertility, being located on chromosome 10 flanked by RFLP markers RG561 and C223.",
osa,QSf11|qSF-11-1(t)|qSF-11-1(t) (QSf11)|spikelet fertility (QTL)-11-1(t),"This QTL controls spikelet fertility, being located on chromosome 11 flanked by RFLP markers RZ797b and RG1049d.",
osa,"Os04g0668900|LOC_Os04g57320.2, LOC_Os04g57320.1|IM1|OsIM1|OsIM1a|OsIM2|OsIM|PTOX1|OSIMASE|OsIMase|plastid terminal oxidase 1",AOX homologous gene AF085174 OsIM1 AF288401 OsIM2 A pseudotranscript OsIM2 which probably resulted from the abnormal splicing of the OsIM1 premRNA was also identified OsIM1a is the same as OsIM1 except that its 3UTR lacked a 26bp nucleotide sequence  phytoene metabolic process GO1901601 strigolactone biosynthetic process GO2000032 regulation of secondary shoot formation the rice ortholog of Arabidopsis thaliana IMMUTANS IMSolanum lycopersicum GHOST,GO:0046872|GO:0070469|GO:0009579|GO:0009651|GO:0009737|GO:0022900|GO:0016117|GO:0016021|GO:0009657|GO:0009507|GO:0009916|GO:0009688|GO:0007585|TO:0000069|TO:0000207|TO:0006001|TO:0002639|TO:0000329|TO:0000615|TO:0002667|TO:0000478|TO:0002672
osa,dth1.1|qDTH-1-2(t)|qDTH-1-2(t)(dth1.1)|days to heading (QTL)-1-2(t),"This QTL controls days to heading, being located on chromosome 1 flanked by markers RZ288 and RM140.",
osa,dth1.2|qDTH-1-3(t)|qDTH-1-3(t)(dth1.2)|days to heading (QTL)-1-3(t),"This QTL controls days to heading, being located on chromosome 1 flanked by markers RZ730 and RZ801.",
osa,dth2.1|qDTH-2-3(t)|qDTH-2-3(t)(dth2.1)|days to heading (QTL)-2-3(t),"This QTL controls days to heading, being located on chromosome 2 flanked by markers RM106 and RM221.",
osa,dth3.1|qDTH-3-2(t)|qDTH-3-2(t)(dth3.1)|days to heading (QTL)-3-2(t),"This QTL controls days to heading, being located on chromosome 3 flanked by markers RM60 and RM231.",
osa,dth3.2|qDTH-3-3(t)|qDTH-3-3(t)(dth3.2)|days to heading (QTL)-3-3(t),"This QTL controls days to heading, being located on chromosome 3 flanked by markers RM7 and RM282.",
osa,dth3.3|qDTH-3-4(t)|qDTH-3-4(t)(dth3.3)|days to heading (QTL)-3-4(t),"This QTL controls days to heading, being located on chromosome 3 flanked by markers RM16 and RZ448.",
