species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
zma,an1|GRMZM2G081554,an1|anther ear1,GRMZM2G081554,,PO:0009025|PATO:0000587,Plant PhenomeNET
zma,an1|GRMZM2G081554,an1|anther ear1,GRMZM2G081554,,PO:0009025|PATO:0000600,Plant PhenomeNET
zma,bif2|GRMZM2G171822,bif2|barren inflorescence2,GRMZM2G171822,,PO:0009006|PATO:0002000|PO:0009109,Plant PhenomeNET
zma,rel2|GRMZM2G042992,rel2-04Mo-A619xB73GN-114|ramosa1 enhancer locus2,GRMZM2G042992,,PO:0020136|PATO:0002001|PO:0009001,Plant PhenomeNET
ath,APG9|At2g31260,Autophagy Defective,At2g31260,,PO:0000003|PATO:0002251|EO:0001050,Plant PhenomeNET
ath,APG9|At2g31260,Autophagy Defective,At2g31260,,PO:0000003|PATO:0001834|EO:0001050,Plant PhenomeNET
gmx,E2-1|Glyma01g36600,E2,,,PO:0007016|PATO:0000694|EO:0007199,Plant PhenomeNET
gmx,E2-1|Glyma01g36600,E2,,,GO:0010228|PATO:0000694|EO:0007199,Plant PhenomeNET
gmx,E3-1|Glyma19g41210,Phytochrome A,,,PO:0007016|PATO:0000694|EO:0007199,Plant PhenomeNET
gmx,E3-1|Glyma19g41210,Phytochrome A,,,GO:0042752|PATO:0001236|PATO:0000460|EO:0007199,Plant PhenomeNET
gmx,E3-1|Glyma19g41210,Phytochrome A,,,GO:0031516|PATO:0001552|EO:0007199,Plant PhenomeNET
gmx,E1-1|Glyma06g23026,E1,,,GO:0007623|PATO:0002323|PATO:0000460|EO:0007199,Plant PhenomeNET
gmx,GmFT5-A|Glyma16g04830,FT-5A,,,PO:0007016|PATO:0000694|EO:0007199,Plant PhenomeNET
gmx,GmFT5-A|Glyma16g04830,FT-5A,,,GO:0010228|PATO:0000694,Plant PhenomeNET
gmx,GmFT2-A|Glyma16g26660,FT-2A,,,PO:0007016|PATO:0000694|EO:0007199,Plant PhenomeNET
ath,SUF4|At1g30970,Suppressor of Frigidia4,At1g30970,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,PSAH2|At1g52230,Photosystem I Subunit H2,At1g52230,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ESP1|At1g73840,Enhanced Silencing Phenotype,At1g73840,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,SVP|At2g22540,Short Vegetative Phase,At2g22540,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,TOE1|At2g28550,Target of Early Activation Tagged,At2g28550,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,HOS1|At2g39810,High Response to Osmotic Stress,At2g39810,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,NMT2|At2g44170,N-Myristoyltransferase,At2g44170,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,AMY1|At4g25000,Alpha-Amylase-Like,At4g25000,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ELF6|At5g04240,Early Flowering,At5g04240,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,FLC|At5g10140,Flowering Locus C,At5g10140,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,MBD8|At1g22310,Methyl-CpG Binding Domain,At1g22310,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,PIE1|At3g12810,Photoperiod-Independent Early Flowering,At3g12810,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,CDC73|At3g22590,Cell Division Cycle,At3g22590,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,AtJmj4|At4g20400,Jumonji,At4g20400,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ELF9|At5g16260,Early flowering,At5g16260,,GO:0010228|PATO:0000694|EO:0007200,Plant PhenomeNET
ath,FIO1|At2g21070,Fiona,At2g21070,,GO:0007623|PATO:0002323|PATO:0000460,Plant PhenomeNET
ath,FIO1|At2g21070,Fiona,At2g21070,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ACS7|At4g26200,Aminocyclopropane Carboxylate Synthase,At4g26200,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ACS7|At4g26200,Aminocyclopropane Carboxylate Synthase,At4g26200,,PO:0000003|PATO:0001163|CHEBI:18153,Plant PhenomeNET
ath,LOS4|At3g53110,Low Expression of Osmotically Responsive Genes,At3g53110,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,LOS4|At3g53110,Low Expression of Osmotically Responsive Genes,At3g53110,,PO:0009010|PATO:0001549|CHEBI:22152|PO:0007057|EO:0007105,Plant PhenomeNET
ath,LOS4|At3g53110,Low Expression of Osmotically Responsive Genes,At3g53110,,GO:0050826|PATO:0001552|EO:0007384,Plant PhenomeNET
ath,LOS4|At3g53110,Low Expression of Osmotically Responsive Genes,At3g53110,,GO:0009408|PATO:0001551|EO:0007319,Plant PhenomeNET
ath,VIP4|At5g61150,Vernalization Independence,At5g61150,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,VIP4|At5g61150,Vernalization Independence,At5g61150,,PO:0009046|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,CYS6|At3g12490,Phytocystatin,At3g12490,,GO:0009845|PATO:0000694,Plant PhenomeNET
ath,CYS6|At3g12490,Phytocystatin,At3g12490,,GO:0090351|PATO:0000912,Plant PhenomeNET
ath,ADAP|At1g16060,ARIA-Interacting Double AP2 Domain Protein,At1g16060,,GO:0009845|PATO:0000694,Plant PhenomeNET
ath,ADAP|At1g16060,ARIA-Interacting Double AP2 Domain Protein,At1g16060,,GO:0040007|PATO:0000912,Plant PhenomeNET
ath,ADAP|At1g16060,ARIA-Interacting Double AP2 Domain Protein,At1g16060,,PO:0000003|PATO:0000513|CHEBI:22152|EO:0007105,Plant PhenomeNET
ath,ADAP|At1g16060,ARIA-Interacting Double AP2 Domain Protein,At1g16060,,PO:0000003|PATO:0001178|CHEBI:24866|EO:0007185,Plant PhenomeNET
ath,ADAP|At1g16060,ARIA-Interacting Double AP2 Domain Protein,At1g16060,,GO:0009414|PATO:0001551|EO:0007404,Plant PhenomeNET
ath,BRL2|At2g01950,BRI1-Like,At2g01950,,GO:0010150|PATO:0000694,Plant PhenomeNET
ath,DES1|At5g28030,L-Cysteine Desulfhydrase,At5g28030,,GO:0010150|PATO:0000694,Plant PhenomeNET
ath,DES1|At5g28030,L-Cysteine Desulfhydrase,At5g28030,,PO:0009025|PATO:0001162|CHEBI:15356,Plant PhenomeNET
ath,DES1|At5g28030,L-Cysteine Desulfhydrase,At5g28030,,GO:0006979|PATO:0001552|EO:0001037,Plant PhenomeNET
ath,PSAT1|At1g04010,Phospholipid Sterol Acyl Transferase,At1g04010,,GO:0010150|PATO:0000694,Plant PhenomeNET
ath,PSAT1|At1g04010,Phospholipid Sterol Acyl Transferase,At1g04010,,PO:0009010|PATO:0001163|CHEBI:35915,Plant PhenomeNET
ath,PSAT1|At1g04010,Phospholipid Sterol Acyl Transferase,At1g04010,,PO:0009025|PATO:0001163|CHEBI:35915,Plant PhenomeNET
ath,SAUL1|At1g20780,Senescence-Associated E3 Ubiquitin Ligase,At1g20780,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,UPL5|At4g12570,Ubiquitin Protein Ligase,At4g12570,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,AtFER1|At5g01600,Ferritin,At5g01600,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,NLA|At1g02860,Nitrogen Limitation Adaptation,At1g02860,,GO:0010149|PATO:0000694|EO:0001050,Plant PhenomeNET
ath,UVH3|At3g28030,Ultraviolet Hypersensitive,At3g28030,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,UVH1|At5g41150,Ultraviolet Hypersensitive,At5g41150,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,UVH3|At3g28030,Ultraviolet Hypersensitive,At3g28030,,GO:0010212|PATO:0001551|EO:0007151,Plant PhenomeNET
ath,UVH1|At5g41150,Ultraviolet Hypersensitive,At5g41150,,GO:0010212|PATO:0001551|EO:0007151,Plant PhenomeNET
ath,UVH3|At3g28030,Ultraviolet Hypersensitive,At3g28030,,GO:0009411|PATO:0001551|EO:0007222,Plant PhenomeNET
ath,UVH1|At5g41150,Ultraviolet Hypersensitive,At5g41150,,GO:0009411|PATO:0001551|EO:0007222,Plant PhenomeNET
ath,ICU4|At1g52150,Incurvata,At1g52150,,PO:0006079|PATO:0000586,Plant PhenomeNET
ath,ICU4|At1g52150,Incurvata,At1g52150,,GO:0001944|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,AGO7|At1g69440,Argonaute,At1g69440,,GO:0010050|PATO:0000694,Plant PhenomeNET
osa,MADS22|Os02g0761000,MADS BOX GENE 22,Os02g0761000,,GO:0048439|PATO:0001236|PATO:0000460|PO:0007615,Plant PhenomeNET
osa,MADS22|Os02g0761000,MADS BOX GENE 22,Os02g0761000,,PO:0009038|PATO:0000937|PO:0007615,Plant PhenomeNET
osa,MADS22|Os02g0761000,MADS BOX GENE 22,Os02g0761000,,PO:0009039|PATO:0001154|PO:0007615,Plant PhenomeNET
osa,MADS22|Os02g0761000,MADS BOX GENE 22,Os02g0761000,,PO:0009082|PATO:0001983|PO:0007615,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0025395|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0009046|PATO:0002083|PO:0025395,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,GO:0010149|PATO:0000502,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0000013|PATO:0000628|GO:0032502|PO:0009008,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0020038|PO:0020030|PATO:0000628|GO:0032502|PO:0009008,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0020038|PO:0000014|PATO:0000628|GO:0032502|PO:0009008,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0020038|PO:0000014|PATO:0000642,Plant PhenomeNET
ath,BOP1|At3g57130,Blade on Petiole,At3g57130,,PO:0000003|PATO:0002001|PO:0009025,Plant PhenomeNET
ath,AlaAT1|At1g17290,Alanine Aminotransferase,At1g17290,,PO:0025025|PATO:0001162|CHEBI:16449|EO:0007025,Plant PhenomeNET
ath,AlaAT1|At1g17290,Alanine Aminotransferase,At1g17290,,GO:0040007|PATO:0000911|EO:0001027,Plant PhenomeNET
ath,WRKY70|At3g56400,WRKY DNA-Binding Protein,At3g56400,,PO:0000003|PATO:0001162|CHEBI:38697|EO:0007080,Plant PhenomeNET
ath,WRKY70|At3g56400,WRKY DNA-Binding Protein,At3g56400,,PO:0000003|PATO:0001549|NCBITaxon:4751,Plant PhenomeNET
ath,LBD38|At3g49940,LOB Domain-Containing Protein,At3g49940,,PO:0000003|PATO:0001162|CHEBI:38697|EO:0007284,Plant PhenomeNET
ath,LBD39|At4g37540,LOB Domain-Containing Protein,At4g37540,,PO:0000003|PATO:0001162|CHEBI:38697|EO:0007284,Plant PhenomeNET
ath,LBD37|At5g67420,LOB Domain-Containing Protein,At5g67420,,PO:0000003|PATO:0001162|CHEBI:38697|EO:0007284,Plant PhenomeNET
ath,CCD1|At3g63520,Carotenoid Cleavage Dioxygenase,At3g63520,,PO:0009010|PATO:0001162|CHEBI:23044,Plant PhenomeNET
ath,IPMDH1|At1g31180,Isopropylmalate Dehydrogenase,At1g31180,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:24279,Plant PhenomeNET
ath,IPMDH1|At1g31180,Isopropylmalate Dehydrogenase,At1g31180,,PO:0000003|PATO:0001162|CHEBI:25017,Plant PhenomeNET
ath,BCAT4|At3g19710,Branched-Chain Aminotransferase,At3g19710,,PO:0009025|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,BCAT4|At3g19710,Branched-Chain Aminotransferase,At3g19710,,PO:0000003|PATO:0001163|CHEBI:24279|CHEBI:16811,Plant PhenomeNET
ath,tAPX|At1g77490,Thylakoidal Ascorbate Peroxidase,At1g77490,,PO:0000003|PATO:0001162|CHEBI:16240|EO:0001040,Plant PhenomeNET
ath,sAPX|At4g08390,Stromal Ascorbate Peroxidase,At4g08390,,PO:0000003|PATO:0001162|CHEBI:16240|EO:0001040,Plant PhenomeNET
ath,FRD3|At3g08040,Ferric Reductase Defective,At3g08040,,PO:0000003|PATO:0001162|CHEBI:18248,Plant PhenomeNET
ath,FRD3|At3g08040,Ferric Reductase Defective,At3g08040,,PO:0000003|PATO:0001162|CHEBI:18291,Plant PhenomeNET
ath,FRD3|At3g08040,Ferric Reductase Defective,At3g08040,,PO:0000003|PATO:0001162|CHEBI:27363,Plant PhenomeNET
ath,AtIVD|At3g45300,Isovaleryl-CoA Dehydrogenase,At3g45300,,PO:0009010|PATO:0001162|CHEBI:33709,Plant PhenomeNET
ath,MTO1|At3g01120,Methionine Overaccumulation,At3g01120,,PO:0000003|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,MTO3|At3g17390,Methionine Over-Accumulation,At3g17390,,PO:0000003|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,HMT2|At3g63250,Homocysteine Methyltransferase,At3g63250,,PO:0009010|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,BASS5|At4g12030,Bile Acid:Sodium Symporter Family Protein,At4g12030,,PO:0000003|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,BASS5|At4g12030,Bile Acid:Sodium Symporter Family Protein,At4g12030,,PO:0000003|PATO:0001163|CHEBI:24279|CHEBI:16811,Plant PhenomeNET
ath,PMaT1|At5g39050,,At5g39050,,PO:0000003|PATO:0001162|CHEBI:35682,Plant PhenomeNET
ath,PHO2|At2g33770,Phosphate,At2g33770,,PO:0000003|PATO:0001162|CHEBI:18367,Plant PhenomeNET
ath,SNG2|At5g09640,Sinapoylglucose Accumulator,At5g09640,,PO:0000003|PATO:0001162|CHEBI:17234|CHEBI:50561,Plant PhenomeNET
ath,SNG2|At5g09640,Sinapoylglucose Accumulator,At5g09640,,PO:0000003|PATO:0001163|CHEBI:16353,Plant PhenomeNET
ath,SEX1|At1g10760,Starch Excess,At1g10760,,PO:0009025|PATO:0001162|CHEBI:28017|EO:0007270,Plant PhenomeNET
ath,LSF1|At3g01510,Like SEX4,At3g01510,,PO:0000003|PATO:0001162|CHEBI:28017,Plant PhenomeNET
ath,AtGWD3|At5g26570,Glucan Water Dikinase/ Phosphoglucan Water Dikinase,At5g26570,,PO:0000003|PATO:0001162|CHEBI:28017,Plant PhenomeNET
ath,AtSS3|At1g11720,Starch Synthase,At1g11720,,PO:0000003|PATO:0000025|PATO:0000460|CHEBI:28017,Plant PhenomeNET
ath,AtSS3|At1g11720,Starch Synthase,At1g11720,,PO:0000003|PATO:0001162|CHEBI:28017,Plant PhenomeNET
ath,SUS3|At4g02280,Sucrose Synthase,At4g02280,,PO:0000003|PATO:0001162|CHEBI:17992,Plant PhenomeNET
ath,SUS2|At5g49190,Sucrose Synthase,At5g49190,,PO:0000003|PATO:0001162|CHEBI:17992,Plant PhenomeNET
ath,SUS3|At4g02280,Sucrose Synthase,At4g02280,,PO:0000003|PATO:0001163|CHEBI:28757,Plant PhenomeNET
ath,SUS2|At5g49190,Sucrose Synthase,At5g49190,,PO:0000003|PATO:0001163|CHEBI:28757,Plant PhenomeNET
ath,SUS3|At4g02280,Sucrose Synthase,At4g02280,,PO:0000003|PATO:0001163|CHEBI:28017,Plant PhenomeNET
ath,SUS2|At5g49190,Sucrose Synthase,At5g49190,,PO:0000003|PATO:0001163|CHEBI:28017,Plant PhenomeNET
ath,2-Apr|At1g62180,5'Adenylylphosphosulfate Reductase,At1g62180,,PO:0000003|PATO:0001162|CHEBI:16189,Plant PhenomeNET
ath,AtSDI1|At5g48850,Sulphate Deficiency Induced,At5g48850,,PO:0025025|PATO:0001162|CHEBI:16189|EO:0001045,Plant PhenomeNET
ath,CYP705A5|At5g47990,Cytochrome P450,At5g47990,,PO:0000003|PATO:0001162|CHEBI:73157|EO:0007189,Plant PhenomeNET
ath,CYP708A2|At5g48000,Cytochrome P450,At5g48000,,PO:0000003|PATO:0001162|CHEBI:52317,Plant PhenomeNET
ath,THA1|At1g08630,Threonine Aldolase,At1g08630,,PO:0009010|PATO:0001162|CHEBI:26986,Plant PhenomeNET
ath,CGI-58|At4g24160,,At4g24160,,PO:0009025|PATO:0001162|CHEBI:17855,Plant PhenomeNET
gmx,GmLHY1|Glyma16g01980,MYB Transcription Factor,,,PO:0020100|PATO:0000573,Plant PhenomeNET
ath,DRP3B|At2g14120,Dynamin Related Protein,At2g14120,,GO:0016559|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,DRP3B|At2g14120,Dynamin Related Protein,At2g14120,,GO:0005739|PATO:0001154,Plant PhenomeNET
ath,SPL14|At1g20980,Squamosa Promoter Binding Protein-Like,At1g20980,,PO:0020038|PATO:0001154,Plant PhenomeNET
ath,SPL14|At1g20980,Squamosa Promoter Binding Protein-Like,At1g20980,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,SPL14|At1g20980,Squamosa Promoter Binding Protein-Like,At1g20980,,PO:0020128|PATO:0001206,Plant PhenomeNET
ath,DCL4|At5g20320,Dicer-Like,At5g20320,,PO:0009025|PATO:0000406,Plant PhenomeNET
ath,DCL4|At5g20320,Dicer-Like,At5g20320,,PO:0009025|PATO:0001154,Plant PhenomeNET
ath,DCL4|At5g20320,Dicer-Like,At5g20320,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,MEA|At1g02580,Medea,At1g02580,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,MEA|At1g02580,Medea,At1g02580,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MEA|At1g02580,Medea,At1g02580,,PO:0025279|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MEA|At1g02580,Medea,At1g02580,,GO:2000014|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,KN|At1g08560,Knolle,At1g08560,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,KEU|At1g12360,Keule,At1g12360,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB30|At1g13980,Embryo Defective,At1g13980,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MP|At1g19850,Monopteros,At1g19850,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HYD1|At1g20050,Hydra,At1g20050,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,RSH|At1g21310,Root-Shoot-Hypocotyl Defective,At1g21310,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MNP|At3g50870,Monopole,At3g50870,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,FK|At3g52940,Fackel,At3g52940,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PAS1|At3g54010,Pasticcino,At3g54010,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AMP1|At3g54720,Altered Meristem Program,At3g54720,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,FS1|At5g18580,Fass,At5g18580,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,KN|At1g08560,Knolle,At1g08560,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,KEU|At1g12360,Keule,At1g12360,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,EMB30|At1g13980,Embryo Defective,At1g13980,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,MP|At1g19850,Monopteros,At1g19850,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,HYD1|At1g20050,Hydra,At1g20050,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,RSH|At1g21310,Root-Shoot-Hypocotyl Defective,At1g21310,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,MNP|At3g50870,Monopole,At3g50870,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,FK|At3g52940,Fackel,At3g52940,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,PAS1|At3g54010,Pasticcino,At3g54010,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,AMP1|At3g54720,Altered Meristem Program,At3g54720,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,FS1|At5g18580,Fass,At5g18580,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,YDA|At1g63700,Yoda,At1g63700,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,YDA|At1g63700,Yoda,At1g63700,,PO:0000003|PATO:0000051|PATO:0000460|PO:0007131,Plant PhenomeNET
ath,CENH3|At1g01370,Centromere-Specific Histone,At1g01370,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SECA2|At1g21650,,At1g21650,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtPARN|At1g55870,Poly(A) Ribonuclease,At1g55870,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtZR1|At1g68730,,At1g68730,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2783|At2g18290,Embryo Defective,At2g18290,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VCL1|At2g38020,Vacuoleless,At2g38020,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HIRA|At3g44530,Arabidopsis Ortholog of Hira,At3g44530,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtMUT11|At3g49660,Arabidopsis MUT11 Homolog,At3g49660,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtPPR4|At5g04810,Pentatricopeptide Repeat Protein,At5g04810,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtRFC1|At5g22010,Replication Factor C,At5g22010,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB3140|At5g39980,Embryo Defective,At5g39980,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2812|At5g49010,Embryo Defective,At5g49010,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MET1|At5g49160,Methyltransferase,At5g49160,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MAB1|At5g50850,Macchi-Bou,At5g50850,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SSP|At2g17090,Short Suspensor,At2g17090,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,DME|At5g04560,Demeter,At5g04560,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,EMB2220|At5g12840,Embryo Defective,At5g12840,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,MSI1|At5g58230,Multicopy Suppressor of IRA,At5g58230,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,SSP|At2g17090,Short Suspensor,At2g17090,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,DME|At5g04560,Demeter,At5g04560,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2220|At5g12840,Embryo Defective,At5g12840,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MSI1|At5g58230,Multicopy Suppressor of IRA,At5g58230,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,PO:0009006|PATO:0002083|PO:0020030,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,PO:0009046|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,PO:0020030|PATO:0000642,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,PO:0020122|PATO:0002458,Plant PhenomeNET
ath,PID|At2g34650,Pinoid,At2g34650,,GO:0048367|PATO:0000297,Plant PhenomeNET
ath,EMB3101|At1g05600,Embryo Defective,At1g05600,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1444|At1g06150,Embryo Defective,At1g06150,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,FATB|At1g08510,Fatty Acyl-ACP Thioesterase B,At1g08510,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1738|At1g11680,Embryo Defective,At1g11680,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtCCMH|At1g15220,Cytochrome C Maturation,At1g15220,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TGD1|At1g19800,Trigalactosyldiacylglycerol,At1g19800,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2170|At1g21390,Embryo Defective,At1g21390,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2793|At1g24706,Embryo Defective,At1g24706,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1273|At1g49510,Embryo Defective,At1g49510,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,RGE1|At1g49770,Retarded Growth of Embryo,At1g49770,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MINI3|At1g55600,Mini Seed,At1g55600,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1303|At1g56200,Embryo Defective,At1g56200,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1674|At1g58210,Embryo Defective,At1g58210,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1220|At1g60170,Embryo Defective,At1g60170,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1688|At1g67440,Embryo Defective,At1g67440,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TPS1|At1g78580,Trehalose-6-Phosphate Synthase,At1g78580,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,STR1|At1g79230,Sulfurtransferase,At1g79230,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1135|At1g79350,Embryo Defective,At1g79350,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1427|At1g80260,Embryo Defective,At1g80260,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB3111|At2g01390,Embryo Defective,At2g01390,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,RIE1|At2g01735,Ring Finger Protein for Embryogenesis,At2g01735,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2794|At2g02150,Embryo Defective,At2g02150,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB1579|At2g03150,Embryo Defective,At2g03150,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
