species,group_ids,gene_identifiers
ath,V,At1g65410|NAP11|ABCI13|TGD3|Non-Intrinsic ABC Protein
ath,B,At1g65420|NPQ7|Nonphotochemical Quenching
ath,V,At1g65470|FAS1|NFB2|Fasciata
ath,T,At1g65480|FT|Flowering Locus T
ath,V,At1g65620|AS2|LBD6|Asymmetric Leaves
ath,H,At1g65770|AMR1|Ascorbic Acid and Mannose Pathway Regulator
ath,R,At1g66170|MMD1|Male Meiocyte Death
ath,H,At1g66200|GLN1;2|GSR2|Glutamine Synthase
ath,H,At1g66340|EIN1|ETR1|Ethylene Insensitive
ath,H,At1g66350|RGL1|RGA-Like
ath,L,At1g66520|PDE194|Pigment Defective Embryo
ath,P,At1g66600|ABO3|WRKY63|ABA Overly Sensitive
ath,V,At1g66730|LIG6|DNA Ligase
ath,C,At1g66840|WEB2|PMI2|Weak Chloroplast Movement Under Blue Light
ath,B,At1g67080|ABA4|Abscisic Acid (ABA)-Deficient 4
ath,V,At1g67140|SWEETIE|Sweetie
ath,C,At1g67230|LINC1|Little Nuclei
ath,G,At1g67320|EMB2813|POLA3|Embryo Defective
ath,R,At1g67370|ASY1|Asynaptic
ath,S,At1g67440|EMB1688|Embryo Defective
ath,G,At1g67490|KNF|GCS|Knopf
ath,P,At1g67500|AtREV3
ath,H,At1g67550|URE|Urease
ath,S,At1g67630|EMB2814|POLA2|Embryo Defective
ath,S,At1g67730|KCR1|Beta-Ketoacyl Reductase
ath,H,At1g67940|STAR1|ABCI17|NAP3
ath,T,"At1g68050|FKF1|ADO3|Flavin Binding, Kelch Repeat, F-Box"
ath,H,At1g68100|IAR1|IAA-Alanine Resistant
ath,V,At1g68310|AE7|AS1/2 Enhancer
ath,V,At1g68370|ARG1|Altered Response to Gravity
ath,L,At1g68450|PDE337|Pigment Defective Embryo
ath,V,At1g68480|JAG|Jagged
ath,V,At1g68530|CER6|POP1|CUT1|Eceriferum
ath,R,At1g68540|TKPR2|CCRL2|Tetraketide Alpha-Pyrone Reductase
ath,V,At1g68560|XYL1|TRG1|Xylosidase
ath,R,At1g68640|PAN|Perianthia
ath,V,At1g68720|TADA|tRNA Adenosine Deaminase
ath,V,At1g68725|AGP19|Arabinogalactan-Protein
ath,S,At1g68730|AtZR1
ath,R,At1g68765|IDA|Inflorescence Deficient in Abscission
ath,V,At1g68800|BRC2|TCP12|Branched
ath,V,At1g68890|PHA|Phylloquinone Absence
ath,G,At1g68990|RPOTm|RPOMT|DNA-Directed RNA Polymerase
ath,R,At1g69120|AP1|AGL7|Apetala
ath,R,At1g69180|CRC|Crabs Claw
ath,H,At1g69190|cytHPPK/DHPS|Cytosolic HPPK/DHPS
ath,H,At1g69270|RPK1|Receptor-Like Protein Kinase
ath,C,At1g69390|AtMinE1|Arabidopsis Homologue of Bacterial MinE1
ath,T,At1g69440|AGO7|ZIP|Argonaute
ath,T,"At1g69490|NAP|NAC-Like, Activated by AP3/PI"
ath,R,At1g69500|CYP704B1|Cytochrome P450
ath,B,At1g69770|CMT3|Chromomethylase
ath,H,At1g69870|NRT1.7|Nitrate Transporter
ath,T,At1g69935|SHW1|Short Hypocotyl in White Light
ath,G,At1g69940|PPME1|Pollen Pectin Methylesterase
ath,S,At1g70070|ISE2|PDE317|EMB25|Increased Size Exclusion Limit
ath,T,At1g70170|MMP|Matrix Metalloproteinase
ath,V,At1g70210|CYCD1;1|Cyclin D1;1
ath,C,At1g70460|RHS10|Root Hair Specific
ath,V,At1g70560|TIR2|Transport Inhibitor Response
ath,V,At1g70910|DEP|Despierto
ath,V,At1g70940|PIN3|Pin-Formed
ath,V,At1g71100|RSW10|Radial Swelling
ath,C,At1g71230|CSN5B|AJH2|COP9-Signalosome
ath,G,At1g71270|VPS52|POK|TTD8|Vacuolar Sorting Protein
ath,S,At1g71440|PFI|TFCE|Pfifferling
ath,V,At1g71720|PDE338|Pigment Defective Embryo
ath,G,At1g71880|SUC1|Sucrose-Proton Symporter
ath,V,At1g72320|APUM23|Pumilio
ath,G,At1g72440|SWA2|EDA25|Slow Walker
ath,V,At1g72560|PSD|Paused
ath,H,At1g72770|HAB1|Homology to ABI1
ath,R,At1g72970|HTH|ACE|EDA17|Hothead
ath,V,At1g73060|LPA3|Low Photosystem II Accumulation
ath,V,At1g73177|BNS|Bonsai
ath,C,At1g73360|HDG11|Homeodomain Glabrous
ath,V,At1g73590|PIN1|Pin-Formed
ath,H,At1g73660|AT6
ath,V,At1g73720|SMU1|Suppressors of MEC-8 and UNC-52
ath,H,At1g73730|EIL3|SLIM1|Ethylene-Insensitive3-Like3
ath,T,At1g73840|ESP1|Enhanced Silencing Phenotype
ath,B,At1g73990|SPPA1|Signal Peptide Peptidase
ath,C,At1g74030|ENO1|Enolase
ath,G,At1g74260|PUR4|Purine Biosynthesis
ath,P,At1g74310|HOT1|HSP101|Sensitive to Hot Temperatures
ath,I,At1g74710|SID2|EDS16|ICS1|SA Induction Deficient
ath,V,At1g74720|QKY|Quirky
ath,L,At1g74850|PDE343|PTAC2|Pigment Defective Embryo
ath,S,At1g74900|OTP43|Organelle Transcript Processing
ath,P,At1g74920|ALDH10A8|Aldehyde Dehydrogenase
ath,S,At1g74960|FAB1|KAS2|Fatty Acid Biosynthesis
ath,S,At1g74970|TWN3|Twin
ath,C,At1g75010|ARC3|Accumulation and Replication of Chloroplasts
ath,P,At1g75100|JAC1|J-Domain Protein Required for Chloroplast Accumulation Response
ath,S,At1g75350|EMB2184|Embryo Defective
ath,I,At1g75380|BBD1|Bifunctional Nuclease in Basal Defense Response
ath,P,At1g75500|WAT1|Walls Are Thin
ath,P,At1g75540|LHUS|BBX21|STH2|Long Hypocotyl Under Shade
ath,S,At1g75660|XRN3|Exoribonuclease
ath,V,At1g75820|CLV1|FLO5|FAS3|Clavata
ath,R,At1g75950|ASK1|SKP1A|UIP1|Arabidopsis SKP1-Like
ath,H,At1g76030|VHA-B1|Vacuolar H(+)-ATPase
ath,S,At1g76060|EMB1793|Embryo Defective
ath,H,At1g76260|DWA2|DWD Hypersensitive to ABA
ath,V,At1g76420|CUC3|Cup Shaped Cotyledon
ath,V,At1g76490|HMG1|HMGR1|Hydroxy Methylglutaryl CoA Reductase
ath,V,At1g76620|PDE339|Pigment Defective Embryo
ath,V,At1g77080|MAF1|FLM|AGL27|MADS Affecting Flowering
ath,G,At1g77140|VPS45|Vacuolar Sorting Protein
ath,V,At1g77180|SKIP
ath,V,At1g77300|EFS|CCR1|SDG8|Early Flowering in Short Days
ath,R,At1g77390|TAM1|DYP|CYCA1|2|Tardy Asynchronous Meiosis
ath,S,At1g77470|EMB2810|RFC5|Embryo Defective
ath,H,At1g77490|tAPX|Thylakoidal Ascorbate Peroxidase
ath,R,At1g77860|KOM|Kompeito
ath,B,At1g78000|SEL1|SULTR1|2|Selenate Resistant
ath,L,At1g78240|TSD2|QUA2|Tumorous Shoot Development
ath,P,At1g78290|SRK2C|SNF1-Related Protein Kinase
ath,B,At1g78390|NCED9|Nine-Cis-Epoxycarotenoid Dioxygenase
ath,V,At1g78570|RHM1|ROL1|Rhamnose Biosynthesis
ath,S,At1g78580|TPS1|Trehalose-6-Phosphate Synthase
ath,H,At1g78590|NADK3|NAD(H) Kinase
ath,S,At1g78630|EMB1473|Embryo Defective
ath,G,At1g78770|APC6|NOMEGA|CDC16|Anaphase-Promoting Complex
ath,H,At1g78870|UBC13A|Ubiquitin Conjugating Enzyme
ath,G,At1g78900|VHA-A|Vacuolar ATP Synthase Subunit
ath,V,At1g79000|HAC1|Histone Acetyltransferase CBP Family
ath,B,At1g79040|PsbR|Photosystem II Subunit R
ath,S,At1g79230|STR1|MST1|RDH1|ST1|Sulfurtransferase
ath,V,At1g79280|NUA|AtTPR|Nuclear Pore Anchor
ath,S,At1g79350|EMB1135|Embryo Defective
ath,V,At1g79440|SSADH1|ALDH5F1|Succinic Semialdehyde Dehydrogenase
ath,V,At1g79460|GA2|KS1|GA Deficient
ath,S,At1g79490|EMB2217|Embryo Defective
ath,S,At1g79560|EMB1047|FTSH12|Embryo Defective
ath,C,At1g79580|SMB|ANAC033|Sombrero
ath,V,At1g79650|RAD23B|Radiation Sensitive
ath,S,At1g79810|PEX2|TED3|Peroxisomal Protein
ath,C,At1g79840|GL2|Glabra
ath,V,At1g79850|ORE4|PRPS17|Oresara
ath,G,At1g79940|AtERDJ2A
ath,S,At1g80070|SUS2|EMB177|EMB14|EMB33|Abnormal Suspensor
ath,C,At1g80080|TMM|RLP17|Too Many Mouths
ath,C,At1g80100|AHP6|Arabidopsis Histidine Phosphotransfer Protein
ath,S,At1g80260|EMB1427|GCP5|Embryo Defective
ath,V,At1g80350|FRA2|BOT1|ERH3|KTN1|Fragile Fiber
ath,L,At1g80380|GLYK|D-Glycerate 3-Kinase
ath,G,At1g80410|EMB2753|FEY|Embryo Defective
ath,P,At1g80420|XRCC1
ath,V,At1g80680|SAR3|MOS3|PRE|Suppressor of Auxin Resistance
ath,H,At1g80760|NIP6;1|NOD26-Like Intrinsic Protein
ath,V,At1g80770|PDE318|Pigment Defective Embryo
ath,H,At1g80830|NRAMP1|PMIT1|Natural Resistance-Associated Macrophage Protein
ath,L,At2g01110|APG2|UNE2|Albino and Pale Green
ath,V,At2g01140|PDE345|Pigment Defective Embryo
ath,L,At2g01190|PDE331|Pigment Defective Embryo
ath,V,At2g01290|RPI2|Ribose-5-Phosphate Isomerase
ath,S,At2g01350|QPT|Quinolinic Acid Phosphoribosyl Transferase
ath,S,At2g01390|EMB3111|Embryo Defective
ath,S,At2g01420|PIN4|Pin-Formed
ath,V,At2g01570|RGA1|RGA|Repressor of GA1
ath,S,At2g01735|RIE1|Ring Finger Protein for Embryogenesis
ath,V,At2g01830|CRE1|WOL|AHK4|Cytokinin Response
ath,S,At2g01860|EMB975|Embryo Defective
ath,B,At2g01918|POL3|PsbQ-Like
ath,V,At2g01940|SGR5|AtIDD15|Shoot Gravitropism
ath,T,At2g01950|BRL2|VH1|BRI1-Like
ath,H,At2g01980|SOS1|NHX7|Salt Overly Sensitive
ath,S,At2g02150|EMB2794|Embryo Defective
ath,V,At2g02220|PSKR1|Phytosulfokin Receptor
ath,C,At2g02480|STI|Stichel
ath,L,At2g02500|ISPD|AtMEPCT|Isoprenoid
ath,V,At2g02560|CAND1|ETA2|HVE|TID120|Cullin-Associated and Neddylation Dissociated
ath,B,At2g02810|AtUTr1|UDP-Galactose Transporter
ath,P,At2g02950|PKS1|Phytochrome Kinase Substrate
ath,G,At2g02955|MEE12|CCG|Maternal Effect Embryo Arrest
ath,S,At2g03050|SOLDAT10|Soldat
ath,G,At2g03120|AtSPP|Signal Peptide Peptidase
ath,S,At2g03150|EMB1579|Embryo Defective
ath,B,At2g03220|MUR2|FUT1|Cell Wall Mutant
ath,V,At2g03680|SPR1|SKU6|Spiral
ath,C,At2g03720|MRH6|Morphogenesis of Root Hair
ath,H,At2g03760|SOT12|RAR047|ST1|Sulphotransferase
ath,H,At2g03800|GEK1|Geko
ath,G,At2g03870|EMB2816|LSM7|Embryo Defective
ath,S,At2g04030|EMB1956|HSP90|Embryo Defective
ath,L,At2g04270|RNEE/G|RNase E/G-Like
ath,S,At2g04530|TRZ2|tRNase Z
ath,V,At2g04550|IBR5|DSPTP1E|Indole-3-Butyric Acid Response
ath,G,At2g04660|APC2|Anaphase-Promoting Complex
ath,S,At2g04842|EMB2761|Embryo Defective
ath,C,At2g05210|AtPOT1a|Protection of Telomeres
ath,V,At2g05990|MOD1|ENR|Mosaic Death
ath,R,At2g06050|OPR3|DDE1|Oxophytodienoate Reductase
ath,R,At2g06510|RPA70a|RPA1a|Replication Protein A
ath,I,At2g06925|AtSPLA|Phospholipase
ath,G,At2g07050|CAS1|Cycloartenol Synthase
ath,P,At2g13540|ABH1|ENS|ABA Hypersensitive
ath,R,At2g13680|CalS5|Gsl2|Callose Synthase
ath,C,At2g14120|DRP3B|Dynamin Related Protein
ath,H,At2g14540|SRP2|Serpin
ath,I,At2g14560|LURP1|Late Upregulated in Response to Hyaloperonospora Parasitica
ath,L,At2g15290|TIC21|PIC1|Translocon at Inner Membrane of Chloroplasts
ath,V,At2g15570|ATM3|GAT1|TRX-M3|AtHM3|ATP-Binding Cassette Transporter of Mitochondria
ath,V,At2g15790|SQN|CYP40|Squint
ath,L,At2g15820|OTP51|Organelle Transcript Processing
ath,B,At2g16390|DRD1|DMS1|CHR35|Defective in RNA-Directed DNA Methylation
ath,R,At2g16910|AMS|Aborted Microspores
ath,S,At2g17090|SSP|Short Suspensor
ath,S,At2g17250|EMB2762|Embryo Defective
ath,I,At2g17265|DMR1|HSK|Downy Mildew Resistant
ath,H,At2g17290|CPK6|AtCDPK3|Calcium-Dependent Protein Kinase
ath,G,At2g17430|NTA|MLO7|Nortia
ath,S,At2g17510|EMB2763|RRP44A|Embryo Defective
ath,P,At2g17870|CSP3|Cold Shock Domain Protein
ath,V,At2g17950|WUS|PGA6|Wuschel
ath,S,At2g18020|EMB2296|Embryo Defective
ath,S,At2g18290|EMB2783|APC10|Embryo Defective
ath,S,At2g18390|TTN5|HAL|Titan
ath,H,At2g18470|PERK4|Proline-Rich Extensin-Like Receptor Kinase
ath,S,At2g18510|EMB2444|SAP49|Embryo Defective
ath,L,At2g18710|SCY1|SecY Homolog
ath,V,At2g18790|PHYB|HY3|OOP1|Phytochrome B
ath,V,At2g18950|HPT1|VTE2|TPT1|Homogentisate Phytyltransferase
ath,V,At2g19080|METAXIN|Metaxin
ath,H,At2g19430|DWA1|THO6|DWD Hypersensitive to ABA
ath,S,At2g19450|TAG1|RDS1|ABX45|AS11|DGAT|Triacylglycerol Biosynthesis
ath,T,At2g19520|FVE|MIS4|Late Flowering
ath,V,At2g19560|EER5|Enhanced Ethylene Response
ath,I,At2g19570|CDA1|DESZ|Cytidine Deaminase
ath,V,At2g19690|PLA2-BETA|Phospholipase
ath,V,At2g19760|PRF1|PFN1|Profilin
ath,H,At2g19810|AtOZF1|Oxidation-Related Zinc Finger
ath,L,At2g20000|HBT|CDC72b|Hobbit
ath,V,At2g20120|COV1|Continuous Vascular Ring
ath,P,At2g20180|PIL5|PIF1|Phytochrome Interacting Factor 3-Like
ath,V,At2g20190|CLASP|CLIP-Associated Protein
ath,V,At2g20300|ALE2|Abnormal Leaf Shape
ath,I,At2g20310|RIN13|RPM1 Interacting Protein
ath,C,At2g20370|MUR3|KAM1|Murus
ath,S,At2g20580|RPN1A|Proteasome Regulatory Subunit
ath,G,At2g20585|NFD6|Nuclear Fusion Defective
ath,V,At2g20610|SUR1|RTY|ALF1|HLS3|Super Root
ath,I,At2g20630|PIA1|PP2C Induced by AvrRpm
ath,P,At2g20750|AtEXPB1|Expansin
ath,B,At2g20810|GAUT10|LGT4|Galacturonosyltransferase
ath,V,At2g20890|THF1|PSB29|Thylakoid Formation
ath,I,At2g20990|SYTA|Synaptotagmin
ath,T,At2g21070|FIO1|Fiona
ath,T,At2g21150|XCT|XAP5 Circadian Timekeeper
ath,L,At2g21170|cpTPI|TIM|Plastid Isoform Triose Phosphate Isomerase
ath,S,At2g21470|EMB2764|SAE2|Embryo Defective
ath,H,"At2g21660|CCR2|GRP7|Cold, Circadian Rhythm, and RNA Binding"
ath,S,At2g21710|EMB2219|Embryo Defective
ath,V,At2g21790|RNR1|CLS8|Ribonucleotide Reductase
ath,G,At2g21870|MGP1|Male Gametophyte Defective
ath,I,At2g22010|RKP|Related to KPC1
ath,G,At2g22125|CSI1|Cellulose Synthase-Interactive Protein
ath,V,At2g22300|SR1|CAMTA3|Signal Responsive
ath,V,At2g22410|SLO1|Slow Growth
ath,T,At2g22540|SVP|AGL22|Short Vegetative Phase
ath,T,At2g22630|AGL17|Agamous-Like
ath,C,At2g22640|BRK1|Brick
ath,C,At2g22770|NAI1
ath,P,At2g22780|PMDH1|Peroxisomal NAD-Malate Dehydrogenase
ath,V,At2g22810|ACS4|Aminocyclopropane Carboxylate Synthase
ath,S,At2g22870|EMB2001|Embryo Defective
ath,B,At2g22990|SNG1|SCPL8|Sinapoylglucose Accumulator
ath,V,At2g23380|CLF|ICU1|Curly Leaf
ath,L,At2g24120|PDE319|SCA3|Pigment Defective Embryo
ath,V,At2g24270|ALDH11A3|NP-GAPDH
ath,V,At2g24490|RPA2|ROR1|Replicon Protein
ath,P,At2g24790|COL3|Constans-Like
ath,G,At2g24840|AGL61|DIA|Agamous-Like
ath,H,At2g25110|SDF2|SDL|Stromal Cell-Derived Factor
ath,V,At2g25170|PKL|GYM|SSL2|Pickle
ath,V,At2g25180|ARR12|Arabidopsis Response Regulator
ath,H,At2g25490|EBF1|FBL6|EIN3-Binding F Box Protein
ath,G,At2g25600|SPIK|AKT6|Shaker Family K+ Channel
ath,S,At2g25660|EMB2410|Embryo Defective
ath,B,At2g25680|MOT1|Molybdate Transporter
ath,G,At2g25710|HCS1|Holocarboxylase Synthetase
ath,G,At2g25840|OVA4|Ovule Abortion
ath,L,At2g25850|PAPS2|Poly(A) Polymerase
ath,V,At2g25930|ELF3|Early Flowering
ath,L,At2g26000|BRIZ2|BRAP2 RING ZnUBP Domain-Containing Protein
ath,S,At2g26060|EMB1345|CIAO1|Embryo Defective
ath,H,At2g26070|RTE1|Reversion-To-Ethylene Sensitivity
ath,P,At2g26140|FtsH4|FtsH Protease
ath,P,At2g26150|HsfA2|Heat Shock Transcription Factor
ath,V,At2g26170|CYP711A1|MAX1|Phytochrome P450
ath,V,At2g26250|FDH|KCS10|Fiddlehead
ath,G,At2g26300|GPA1|G-Protein Alpha Subunit
ath,V,At2g26330|ER|QRP1|Erecta
ath,S,At2g26350|PEX10|Peroxisomal Protein
ath,V,At2g26460|SMU2|Suppressors of MEC-8 and UNC-52
ath,L,At2g26510|PDE135|Pigment Defective Embryo
ath,V,At2g26550|HO2|Heme Oxygenase
ath,C,At2g26570|WEB1|Weak Chloroplast Movement Under Blue Light
ath,B,At2g26650|AKT1|Arabidopsis Potassium Transport
ath,V,At2g26670|HY1|GUN2|HY6|TED4|HO1|Elongated Hypocotyl
ath,V,At2g26710|BAS1|CYP72B1|CYP734A1|PHYB Activation Tagged Suppressor
ath,S,At2g26830|EMB1187|Embryo Defective
ath,S,At2g26890|GRV2|KAM2|RME-8|Gravitropism Defective
ath,L,At2g26930|PDE277|CDPMEK|ISPE|Pigment Defective Embryo
ath,L,At2g26990|FUS12|CSN2|COP12|Fusca
ath,B,At2g27040|AGO4|OCP11|Argonaute
ath,H,At2g27050|EIL1|Ethylene-Insensitive3-Like
ath,V,At2g27100|SE|Serrate
ath,V,At2g27150|AAO3|Aldehyde Oxidase
ath,S,At2g27170|TTN7|SMC3|Titan
ath,V,At2g27230|LHW|Lonesome Highway
ath,V,At2g27250|CLV3|Clavata
ath,V,At2g27300|NTL8|ANAC040|NTM1-Like
ath,S,At2g28000|SLP|CPN60A|Schlepperless
ath,V,At2g28110|FRA8|IRX7|Fragile Fiber
ath,L,At2g28160|FRU|FIT1|BHLH029|FER-Like Regulator of Iron Uptake
ath,V,At2g28290|SYD|CHR3|Splayed
ath,T,At2g28550|TOE1|RAP2.7|Target of Early Activation Tagged
ath,H,At2g28560|RAD51B|Rad51 Paralog
ath,R,At2g28610|PRS|WOX3|Pressed Flower
ath,P,At2g28670|ESB2|Enhanced Suberin
ath,V,At2g28800|ALB3|Oxa1p|Albino
ath,S,At2g28880|EMB1997|ADCS|Embryo Defective
ath,V,At2g28890|PLL4|Poltergeist Like
ath,L,At2g28900|AtOEP16-1|Outer Plastid Envelope Protein
ath,P,At2g29090|CYP707A2|Cytochrome P450
ath,L,At2g29630|THIC|ThiaminC
ath,B,At2g29980|FAD3|Fatty Acid Desaturase
ath,C,At2g30020|AP2C1
ath,I,At2g30110|AtUBA1|MOS5|Ubiquitin-Activating Enzyme
ath,S,At2g30200|EMB3147|Embryo Defective
ath,H,At2g30240|AtCHX13|Cation/H+ Exchanger
ath,V,At2g30280|RDM4|DMS4|RNA-Directed DNA Methylation
ath,S,At2g30410|KIS|TFCA|Kiesel
ath,C,At2g30432|TCL1|Trichomeless
ath,V,At2g30490|C4H|REF3|CYP73A5|Cinnamate 4-Hydroxylase
ath,P,At2g30520|RPT2|Root Phototropism
ath,B,At2g30570|PsbW|Photosystem II Reaction Center
ath,I,At2g30770|CYP71A13|Cytochrome P450
ath,S,At2g30920|EMB3002|COQ3|Embryo Defective
ath,V,At2g30950|VAR2|FtsH2|Variegated
ath,S,At2g31060|EMB2785|Embryo Defective
ath,G,At2g31170|SYCO|FIONA|Syco Arath
ath,V,At2g31190|RUS2|Root UV-B Sensitive
ath,H,At2g31260|APG9|Autophagy Defective
ath,S,At2g31305|INH3|Inhibitor
ath,S,At2g31340|EMB1381|Embryo Defective
ath,P,At2g31380|STH|Salt Tolerance Homologue
ath,H,At2g31400|GUN1|Genomes Uncoupled
ath,S,At2g31530|EMB2289|SECY2|Embryo Defective
ath,V,At2g31650|ATX1|Arabidopsis Homologue of Trithorax
ath,H,At2g31660|SAD2|URM9|Super Sensitive to ABA and Drought
ath,I,At2g31865|PARG2|Poly(ADP-Ribose) Glycohydrolase
ath,T,At2g31870|TEJ|Sanskrit for 'Bright'
ath,R,At2g31970|RAD50|Radiation Sensitive
ath,S,At2g32590|EMB2795|Embryo Defective
ath,V,At2g32700|LUH|Leunig Homolog
ath,B,At2g32940|AGO6|Argonaute
ath,L,At2g32950|COP1|FUS1|EMB168|Constitutive Photomorphogenesis
ath,G,At2g33100|CSLD1|Cellulose Synthase Like
ath,L,At2g33150|PED1|KAT2|PKT3|Peroxisome Defective
ath,L,At2g33430|DAL1|Differentiation and Greening-Like
ath,C,At2g33460|RIC1|ROP-Interacting CRIB Motif-Containing Protein
ath,V,At2g33540|CPL3|C-Terminal Domain Phosphatase-Like
ath,B,At2g33770|PHO2|Phosphate
ath,S,At2g33800|EMB3113|Embryo Defective
ath,R,At2g33860|ETT|ARF3|Ettin
ath,L,At2g33880|STIP|HB-3|WOX9|Stimpy
ath,G,At2g34220|PDD12|MEE20|Pollen Development Defective
ath,H,At2g34470|UREG|PSKF109|Urease Accessory Protein
ath,B,"At2g34490|CYP710A2|Cytochrome P450, Family 710, Subfamily A, Polypeptide 2"
ath,L,At2g34640|PTAC12|HMR|Plastid Transcriptionally Active
ath,S,At2g34650|PID|ABR|Pinoid
ath,H,At2g34660|ABCC2|MRP2|EST4|ATP-Binding Cassette
ath,G,At2g34680|SETH1|AIR9
ath,L,At2g34690|ACD11|Accelerated Cell Death
ath,S,At2g34780|EMB1611|UMB|MEE22|Embryo Defective
ath,G,At2g34790|EDA28|MEE23|Embryo Sac Development Arrest
ath,I,At2g35000|ATL9|ATL2g|Arabidopsis Toxicos en Levadura
ath,H,At2g35035|URED|Urease Accessory Protein
ath,G,At2g35070|PGD4|Pollen Germination Defective
ath,B,At2g35100|ARAD1|Arabinan Deficient
ath,G,At2g35210|RPA|AGD10|MEE28|Root and Pollen ARFGAP
ath,S,At2g35230|IKU1|Haiku
ath,R,At2g35350|PLL1|Poltergeist Like
ath,V,At2g35510|SRO1|Similar to RCD One
ath,G,At2g35630|GEM1|MOR1|Gemini Pollen
ath,G,At2g35650|CSLA7|Cellulose Synthase Like
ath,S,At2g35670|FIS2|FIE2|Fertilization Independent Seed
ath,P,At2g35720|OWL1|Orientation Under Very Low Fluences of Light
ath,P,At2g35930|PUB23|Plant U-Box
ath,P,At2g35940|BLH1|EDA29|BEL1-Like Homeodomain
ath,S,At2g36000|EMB3114|Embryo Defective
ath,V,At2g36120|DOT1|Defectively Organized Tributaries
ath,B,At2g36190|AtCWINV4|Cell Wall Invertase
ath,G,At2g36230|HISN3|APG10|Histidine Auxotroph
ath,H,At2g36270|ABI5|GIA1|ABA Insensitive
ath,B,At2g36390|SBE2.1|BE3|Starch Branching Enzyme
ath,B,At2g36490|DML1|ROS1|Demeter-Like
ath,P,At2g36530|LOS2|ENO2|Low Response to Osmotic Stress
ath,L,At2g36830|TIP1;1|GAMMA-TIP|Tonoplast Intrinsic Protein
ath,G,At2g36850|GSL8|Glucan Synthase-Like
ath,V,At2g36910|AtPGP1|ABCB1|P Glycoprotein
ath,V,At2g36990|SIGF|SIG6|SOLDAT8|RNA Polymerase Sigma-Subunit
ath,V,At2g37090|IRX9|Irregular Xylem
ath,V,At2g37250|ADK|AtPADK1|Adenosine Kinase
ath,R,At2g37260|TTG2|DSL1|Transparent Testa Glabra
ath,H,At2g37330|ALS3|Aluminum Sensitive
ath,S,At2g37560|ORC2|Origin Recognition Complex
ath,V,At2g37630|AS1|MYB91|Asymmetric Leaves
ath,P,At2g37680|PAT3|FHY1|Phytochrome A Transduction
ath,H,At2g37860|LCD1|SOZ2|Lower Cell Density
ath,S,At2g37920|EMB1513|Embryo Defective
ath,P,At2g37970|SOUL-1
ath,S,At2g38020|VCL1|MAN|EMB258|VPS16|Vacuoleless
ath,V,At2g38050|DET2|DWF6|De-etiolated
ath,C,At2g38110|GPAT6|Glycerol-3-Phosphate Acyltransferase
ath,V,At2g38120|AUX1|WAV5|MAP1|Auxin Resistant
ath,V,At2g38170|CAX1|Cation Exchanger
ath,V,At2g38230|PDX1.1|Pyridoxine Biosynthesis
ath,S,At2g38280|FAC1|Embryonic Factor
ath,C,At2g38440|ITB1|SCAR2|DIS3|WAVE1|Irregular Trichome Branch
ath,B,At2g38460|IREG1|FPN1|Iron Regulated
ath,H,At2g38470|WRKY33|WRKY DNA-Binding Protein
ath,V,At2g38560|TFIIS|Transcript Elongation Factor IIS
ath,S,At2g38670|PECT1|CTP:Phosphorylethanolamine Cytidylyltransferase
ath,H,At2g38750|AnnAt4|Annexin
ath,S,At2g38770|EMB2765|AQUARIUS|Embryo Defective
ath,S,At2g39080|EMB2799|Embryo Defective
ath,V,At2g39140|PDE328|SVR1|Pigment Defective Embryo
ath,V,At2g39290|PGP1|PGPS1|Phosphatidylglycerolphosphate Synthase
ath,H,At2g39450|MTP11
ath,B,At2g39470|PPL2|PsbP-Like Protein
ath,H,At2g39550|AtGGT1B|PGGT-I|GGB|Geranylgeranyltransferase
ath,I,At2g39660|BIK1|Botrytis-Induced Kinase
ath,S,At2g39770|CYT1|EMB101|VTC1|Cytokinesis Defective
ath,H,At2g39800|P5CS1|Delta1-Pyrroline-5-Carboxylate Synthase
ath,T,At2g39810|HOS1|High Response to Osmotic Stress
ath,B,At2g39930|ISA1|Isoamylase
ath,R,At2g39940|COI1|Coronatine Insensitive
ath,G,At2g39990|AteIF3f|EIF2|Eukaryotic Translation Initiation Factor
ath,V,At2g40080|ELF4|Early Flowering
ath,H,At2g40140|SZF2|CZF1|ZFAR1|Salt-Inducible Zinc Finger
ath,R,At2g40170|GEA6|EM6|Late Embryogenesis Abundant
ath,C,At2g40180|PP2C5|Phosphatase
ath,V,At2g40190|LEW3|Leaf Wilting
ath,H,At2g40220|ABI4|GIN6|ISI3|SAN5|SUN6|SIS5|ABA Insensitive
ath,V,At2g40550|ETG1|E2F Target Gene
ath,V,At2g40840|DPE2|Disproportionating Enzyme
ath,R,At2g40850|AtPI4KG1|Arabidopsis Phosphoinositide 4-Kinase
ath,V,At2g40890|REF8|CYP98A3|Reduced Epidermal Fluorescence
ath,V,At2g40930|PDE323|UBP5|Pigment Defective Embryo
ath,H,At2g40950|BZIP17
ath,P,At2g40970|MYBC1|MYB transcription factor
ath,G,At2g41110|CAM2|AtCAL5|Calmodulin
ath,V,At2g41310|ARR8|Arabidopsis Response Regulator
ath,G,At2g41350|EMB2819|Embryo Defective
ath,V,At2g41370|BOP2|Blade on Petiole
ath,G,At2g41500|EMB2776|PRP4|LIS|Embryo Defective
ath,H,At2g41540|GPDHc1
ath,V,At2g41560|ACA4|Autoinhibited Ca(2+)-ATPase
ath,P,At2g41660|MIZ1|Mizu-Kussei
